t[s] ECG[a.u.] Pletism[a.u.]
9.4941 1.563298e+05 9.246862e+01
9.5092 -4.027522e+04 7.068687e+01
9.5243 2.218688e+05 6.319930e+01
9.5394 4.184738e+05 7.343215e+01
9.5545 -1.058132e+05 1.027680e+02
9.5696 -4.027622e+04 1.503766e+02
9.5847 2.874048e+05 2.132963e+02
9.5998 1.563318e+05 2.867536e+02
9.6149 1.563308e+05 3.646832e+02
9.6300 4.840128e+05 4.403844e+02
9.6451 -8.922452e+05 5.072370e+02
9.6601 1.467053e+06 5.593915e+02
9.6752 8.807083e+06 5.923576e+02
9.6903 8.807085e+06 6.034240e+02
9.7054 -1.875284e+06 5.918702e+02
9.7205 -5.086550e+06 5.589542e+02
9.7356 -8.267082e+05 5.076869e+02
9.7507 -1.088852e+06 4.424313e+02
9.7658 -6.301002e+05 3.683817e+02
9.7809 -4.990302e+05 2.909885e+02
9.7960 -3.679572e+05 2.153982e+02
9.8111 -1.058122e+05 1.459708e+02
9.8262 9.079578e+04 8.592273e+01
9.8413 2.874048e+05 3.712458e+01
9.8564 9.079678e+04 6.389958e-02
9.8715 9.079678e+04 -2.603965e+01
9.8866 3.529398e+05 -4.299423e+01
9.9017 7.461548e+05 -5.331087e+01
9.9167 9.427628e+05 -5.983920e+01
9.9318 1.008300e+06 -6.540847e+01
9.9469 1.270444e+06 -7.251276e+01
9.9620 1.139372e+06 -8.306907e+01
9.9771 1.563318e+05 -9.826513e+01
9.9922 -8.267072e+05 -1.185016e+02
10.0073 -1.285462e+06 -1.434224e+02
10.0224 -1.482069e+06 -1.720195e+02
10.0375 -1.219923e+06 -2.027926e+02
10.0526 -1.023315e+06 -2.339430e+02
10.0677 -8.922432e+05 -2.635807e+02
10.0828 -3.679582e+05 -2.899275e+02
10.0979 -2.368852e+05 -3.115000e+02
10.1130 -4.334922e+05 -3.272599e+02
10.1281 -4.027722e+04 -3.367233e+02
10.1432 2.525978e+04 -3.400193e+02
10.1583 -4.027622e+04 -3.378930e+02
10.1733 -1.058112e+05 -3.316484e+02
10.1884 2.218658e+05 -3.230305e+02
10.2035 2.218688e+05 -3.140503e+02
10.2186 2.525878e+04 -3.067616e+02
10.2337 -4.334942e+05 -3.030059e+02
10.2488 -1.713472e+05 -3.041492e+02
10.2639 -1.058142e+05 -3.108396e+02
10.2790 -1.058132e+05 -3.228172e+02
10.2941 2.525878e+04 -3.388106e+02
10.3092 -3.024212e+05 -3.565442e+02
10.3243 -3.679572e+05 -3.728753e+02
10.3394 -2.368832e+05 -3.840613e+02
10.3545 -3.024212e+05 -3.861422e+02
10.3696 -2.368832e+05 -3.754051e+02
10.3847 -1.713502e+05 -3.488804e+02
10.3998 -3.679572e+05 -3.048102e+02
10.4148 -3.679572e+05 -2.430224e+02
10.4299 -3.024202e+05 -1.651519e+02
10.4450 -3.024202e+05 -7.466305e+01
10.4601 -3.679562e+05 2.335135e+01
10.4752 -3.024192e+05 1.225908e+02
10.4903 -4.027822e+04 2.161530e+02
10.5054 -1.058142e+05 2.972636e+02
10.5205 9.079578e+04 3.600463e+02
10.5356 9.079678e+04 4.002387e+02
10.5507 -1.058112e+05 4.157565e+02
10.5658 -2.368852e+05 4.070271e+02
10.5809 -2.368862e+05 3.770349e+02
10.5960 -1.713482e+05 3.310590e+02
10.6111 -4.027822e+04 2.761199e+02
10.6262 2.525878e+04 2.201959e+02
10.6413 -1.713472e+05 1.712980e+02
10.6564 9.079478e+04 1.365188e+02
10.6714 2.218688e+05 1.211727e+02
10.6865 -2.368842e+05 1.281433e+02
10.7016 9.079378e+04 1.575218e+02
10.7167 -1.058142e+05 2.065880e+02
10.7318 -3.024192e+05 2.701411e+02
10.7469 -4.027722e+04 3.411369e+02
10.7620 9.079678e+04 4.115517e+02
10.7771 -4.990292e+05 4.733597e+02
10.7922 -1.058132e+05 5.194952e+02
10.8073 7.627435e+06 5.446757e+02
10.8224 1.044548e+07 5.459789e+02
10.8375 1.467050e+06 5.231029e+02
10.8526 -6.528342e+06 4.782831e+02
10.8677 -1.744213e+06 4.158863e+02
10.8828 -1.350998e+06 3.417479e+02
10.8979 -1.154389e+06 2.623509e+02
10.9129 -8.922442e+05 1.839684e+02
10.9280 -6.956352e+05 1.118873e+02
10.9431 -3.679582e+05 4.982353e+01
10.9582 -1.713502e+05 -4.009080e-01
10.9733 -1.058122e+05 -3.888283e+01
10.9884 -4.027822e+04 -6.737827e+01
11.0035 2.526078e+04 -8.881278e+01
11.0186 -4.027722e+04 -1.066499e+02
11.0337 2.874048e+05 -1.242252e+02
11.0488 6.806208e+05 -1.441538e+02
11.0639 5.495488e+05 -1.679069e+02
11.0790 1.270442e+06 -1.956183e+02
11.0941 9.427648e+05 -2.261480e+02
11.1092 3.529388e+05 -2.573816e+02
11.1243 -8.267092e+05 -2.867077e+02
11.1394 -1.613141e+06 -3.115858e+02
11.1545 -1.678678e+06 -3.301005e+02
11.1695 -1.416534e+06 -3.414019e+02
11.1846 -8.267072e+05 -3.459490e+02
11.1997 -6.956382e+05 -3.455080e+02
11.2148 -8.922452e+05 -3.428964e+02
11.2299 -6.956382e+05 -3.415086e+02
11.2450 -4.990302e+05 -3.446972e+02
11.2601 -4.990272e+05 -3.551105e+02
11.2752 -3.679582e+05 -3.740982e+02
11.2903 -1.058132e+05 -4.012915e+02
11.3054 -4.027622e+04 -4.344374e+02
11.3205 1.563308e+05 -4.695319e+02
11.3356 2.525978e+04 -5.012488e+02
11.3507 -4.027522e+04 -5.236136e+02
11.3658 1.563318e+05 -5.308332e+02
11.3809 3.529388e+05 -5.181613e+02
11.3960 2.874048e+05 -4.826713e+02
11.4111 1.563328e+05 -4.238161e+02
11.4261 -4.027622e+04 -3.436823e+02
11.4412 -1.713472e+05 -2.468876e+02
11.4563 -4.027722e+04 -1.401220e+02
11.4714 2.525878e+04 -3.138754e+01
11.4865 2.874048e+05 7.096794e+01
11.5016 2.874018e+05 1.592951e+02
11.5167 9.079578e+04 2.276177e+02
11.5318 2.218688e+05 2.724013e+02
11.5469 -2.368862e+05 2.930091e+02
11.5620 2.218658e+05 2.917788e+02
11.5771 4.184748e+05 2.737030e+02
11.5922 4.184748e+05 2.457559e+02
11.6073 2.525778e+04 2.159573e+02
11.6224 -3.679552e+05 1.923001e+02
11.6375 4.184758e+05 1.816874e+02
11.6526 6.150838e+05 1.890218e+02
11.6676 9.079378e+04 2.165694e+02
11.6827 1.563318e+05 2.636800e+02
11.6978 3.529388e+05 3.268962e+02
11.7129 1.563328e+05 4.004299e+02
11.7280 6.150838e+05 4.769350e+02
11.7431 4.840128e+05 5.484642e+02
11.7582 2.874048e+05 6.074775e+02
11.7733 3.529408e+05 6.477705e+02
11.7884 4.184748e+05 6.651937e+02
11.8035 2.874048e+05 6.580779e+02
11.8186 -1.058122e+05 6.273211e+02
11.8337 2.218668e+05 5.761415e+02
11.8488 -6.301012e+05 5.095417e+02
11.8639 1.598122e+06 4.335747e+02
11.8790 9.790124e+06 3.545201e+02
11.8941 5.595820e+06 2.780909e+02
11.9092 -5.938517e+06 2.087751e+02
11.9242 -2.596182e+06 1.493974e+02
11.9393 -7.611732e+05 1.009466e+02
11.9544 -7.611722e+05 6.267498e+01
11.9695 -1.713472e+05 3.243724e+01
11.9846 -3.024202e+05 7.202617e+00
11.9997 -2.368862e+05 -1.634718e+01
12.0148 -1.713502e+05 -4.122878e+01
12.0299 -4.027622e+04 -6.966476e+01
12.0450 1.270444e+06 -1.027565e+02
12.0601 6.841003e+06 -1.403621e+02
12.0752 -2.465109e+06 -1.811852e+02
12.0903 7.365291e+06 -2.230513e+02
12.1054 -5.021013e+06 -2.633159e+02
12.1205 -3.448148e+06 -2.993366e+02
12.1356 1.794730e+06 -3.289306e+02
12.1507 -7.611742e+05 -3.507480e+02
12.1658 -1.613139e+06 -3.645044e+02
12.1808 -2.268500e+06 -3.710395e+02
12.1959 -2.006358e+06 -3.721994e+02
12.2110 -1.547603e+06 -3.705603e+02
12.2261 -1.219925e+06 -3.690393e+02
12.2412 -8.922432e+05 -3.704506e+02
12.2563 -1.023316e+06 -3.770694e+02
12.2714 -9.577802e+05 -3.902673e+02
12.2865 -1.023317e+06 -4.102656e+02
12.3016 9.079678e+04 -4.360404e+02
12.3167 -2.202964e+06 -4.653871e+02
12.3318 7.955114e+06 -4.951355e+02
12.3469 -3.448150e+06 -5.214856e+02
12.3620 6.316714e+06 -5.404205e+02
12.3771 -4.037972e+06 -5.481473e+02
12.3922 -1.154387e+06 -5.415150e+02
12.4073 -8.267072e+05 -5.183652e+02
12.4223 -7.611732e+05 -4.777801e+02
12.4374 -1.088853e+06 -4.202059e+02
12.4525 -9.577792e+05 -3.474455e+02
12.4676 -6.301022e+05 -2.625245e+02
12.4827 -6.956382e+05 -1.694485e+02
12.4978 -6.301012e+05 -7.287742e+01
12.5129 -2.368842e+05 2.225451e+01
12.5280 -1.713502e+05 1.111379e+02
12.5431 -2.368842e+05 1.894757e+02
12.5582 -1.713472e+05 2.538292e+02
12.5733 -1.058112e+05 3.018944e+02
12.5884 -1.713502e+05 3.326894e+02
12.6035 -3.679582e+05 3.466357e+02
12.6186 -4.334912e+05 3.455253e+02
12.6337 -2.368842e+05 3.323711e+02
12.6488 -3.024222e+05 3.111489e+02
12.6639 -1.713502e+05 2.864467e+02
12.6789 -4.027622e+04 2.630468e+02
12.6940 2.525878e+04 2.454734e+02
12.7091 9.079578e+04 2.375485e+02
12.7242 2.525978e+04 2.419951e+02
12.7393 -4.027822e+04 2.601338e+02
12.7544 2.525778e+04 2.917066e+02
12.7695 -1.713482e+05 3.348551e+02
12.7846 1.563298e+05 3.862624e+02
12.7997 9.079578e+04 4.414530e+02
12.8148 -5.645662e+05 4.952246e+02
12.8299 3.105450e+06 5.421694e+02
12.8450 7.234220e+06 5.772298e+02
12.8601 8.413868e+06 5.962256e+02
12.8752 -4.365653e+06 5.962929e+02
12.8903 -4.562262e+06 5.761805e+02
12.9054 -1.154390e+06 5.363678e+02
12.9204 -1.285460e+06 4.789902e+02
12.9355 -9.577822e+05 4.075786e+02
12.9506 -8.922432e+05 3.266487e+02
12.9657 -5.645662e+05 2.411904e+02
12.9808 -2.368842e+05 1.561238e+02
12.9959 -3.679552e+05 7.579068e+01
13.0110 -4.334912e+05 3.546122e+00
13.0261 -4.334912e+05 -5.850116e+01
13.0412 -1.058142e+05 -1.095716e+02
13.0563 2.874038e+05 -1.501185e+02
13.0714 4.184768e+05 -1.815769e+02
13.0865 1.008298e+06 -2.060012e+02
13.1016 1.467053e+06 -2.256541e+02
13.1167 1.598123e+06 -2.426123e+02
13.1318 1.204909e+06 -2.584479e+02
13.1469 -2.368852e+05 -2.740360e+02
13.1620 -1.088852e+06 -2.895113e+02
13.1770 -1.154390e+06 -3.043744e+02
13.1921 -1.023315e+06 -3.177217e+02
13.2072 -7.611722e+05 -3.285526e+02
13.2223 -6.301002e+05 -3.360935e+02
13.2374 -4.334942e+05 -3.400743e+02
13.2525 -3.679562e+05 -3.409022e+02
13.2676 -3.024202e+05 -3.396931e+02
13.2827 -5.645642e+05 -3.381456e+02
13.2978 -1.713502e+05 -3.382707e+02
13.3129 -1.058132e+05 -3.420171e+02
13.3280 1.563308e+05 -3.508506e+02
13.3431 1.563318e+05 -3.653613e+02
13.3582 2.218668e+05 -3.849700e+02
13.3733 2.218658e+05 -4.077948e+02
13.3884 1.563308e+05 -4.307152e+02
13.4035 2.218668e+05 -4.496449e+02
13.4186 4.840118e+05 -4.599880e+02
13.4336 4.184738e+05 -4.572265e+02
13.4487 4.184738e+05 -4.375599e+02
13.4638 2.525878e+04 -3.985082e+02
13.4789 -2.368862e+05 -3.393871e+02
13.4940 -1.058132e+05 -2.615798e+02
13.5091 1.563328e+05 -1.685535e+02
13.5242 1.563298e+05 -6.560512e+01
13.5393 1.563318e+05 4.064382e+01
13.5544 9.079478e+04 1.429468e+02
13.5695 2.874018e+05 2.342398e+02
13.5846 9.079678e+04 3.084550e+02
13.5997 2.526078e+04 3.612341e+02
13.6148 2.218678e+05 3.904463e+02
13.6299 2.525778e+04 3.964415e+02
13.6450 -4.027722e+04 3.820035e+02
13.6601 2.525778e+04 3.520058e+02
13.6751 2.874048e+05 3.128149e+02
13.6902 9.079378e+04 2.715169e+02
13.7053 3.529408e+05 2.350652e+02
13.7204 9.079478e+04 2.094591e+02
13.7355 -1.713482e+05 1.990534e+02
13.7506 9.079578e+04 2.060836e+02
13.7657 9.079378e+04 2.304600e+02
13.7808 -4.027822e+04 2.698462e+02
13.7959 1.563328e+05 3.200040e+02
13.8110 -4.027522e+04 3.753497e+02
13.8261 9.079578e+04 4.296445e+02
13.8412 -1.713482e+05 4.767271e+02
13.8563 7.461538e+05 5.111963e+02
13.8714 7.496362e+06 5.289639e+02
13.8865 7.496364e+06 5.276189e+02
13.9016 -4.496726e+06 5.065729e+02
13.9167 -3.644757e+06 4.669870e+02
13.9317 -6.956362e+05 4.115074e+02
13.9468 -1.023316e+06 3.438618e+02
13.9619 -7.611722e+05 2.683786e+02
13.9770 -5.645662e+05 1.894972e+02
13.9921 -3.679582e+05 1.113309e+02
14.0072 -1.713502e+05 3.732909e+01
14.0223 2.218658e+05 -2.993208e+01
14.0374 2.525978e+04 -8.882410e+01
14.0525 -1.058122e+05 -1.386169e+02
14.0676 9.079678e+04 -1.793348e+02
14.0827 3.529388e+05 -2.115537e+02
14.0978 8.772258e+05 -2.361800e+02
14.1129 9.427618e+05 -2.542474e+02
14.1280 1.008301e+06 -2.667576e+02
14.1431 7.461568e+05 -2.745813e+02
14.1582 8.116898e+05 -2.784214e+02
14.1733 3.529398e+05 -2.788296e+02
14.1883 -5.645662e+05 -2.762616e+02
14.2034 -1.023315e+06 -2.711483e+02
14.2185 -1.547606e+06 -2.639654e+02
14.2336 -1.088851e+06 -2.552840e+02
14.2487 -6.956362e+05 -2.457943e+02
14.2638 -7.611712e+05 -2.362975e+02
14.2789 -5.645662e+05 -2.276724e+02
14.2940 -3.024212e+05 -2.208226e+02
14.3091 -1.713502e+05 -2.166155e+02
14.3242 2.218688e+05 -2.158215e+02
14.3393 2.874038e+05 -2.190601e+02
14.3544 1.563308e+05 -2.267558e+02
14.3695 -4.027722e+04 -2.391012e+02
14.3846 2.525978e+04 -2.560260e+02
14.3997 -2.368852e+05 -2.771662e+02
14.4148 -1.713482e+05 -3.018332e+02
14.4298 1.563298e+05 -3.289837e+02
14.4449 -2.368842e+05 -3.571973e+02
14.4600 -1.713472e+05 -3.846733e+02
14.4751 -1.058142e+05 -4.092589e+02
14.4902 -4.027622e+04 -4.285233e+02
14.5053 2.526078e+04 -4.398873e+02
14.5204 -3.679572e+05 -4.408097e+02
14.5355 -1.713502e+05 -4.290235e+02
14.5506 2.218678e+05 -4.028039e+02
14.5657 9.079578e+04 -3.612373e+02
14.5808 -1.713492e+05 -3.044570e+02
14.5959 -4.334922e+05 -2.338034e+02
14.6110 9.079578e+04 -1.518753e+02
14.6261 9.079478e+04 -6.244400e+01
14.6412 -1.058122e+05 2.978138e+01
14.6563 -1.058122e+05 1.195279e+02
14.6714 -1.713482e+05 2.014444e+02
14.6864 -1.058142e+05 2.706508e+02
14.7015 2.218658e+05 3.232881e+02
14.7166 3.529408e+05 3.570005e+02
14.7317 9.079578e+04 3.712823e+02
14.7468 9.079378e+04 3.676331e+02
14.7619 2.874048e+05 3.494889e+02
14.7770 -1.058112e+05 3.219172e+02
14.7921 1.563328e+05 2.911019e+02
14.8072 2.874018e+05 2.636650e+02
14.8223 -1.713482e+05 2.459029e+02
14.8374 -3.024212e+05 2.430234e+02
14.8525 -2.368842e+05 2.584804e+02
14.8676 -1.058142e+05 2.934884e+02
14.8827 -1.713482e+05 3.467857e+02
14.8978 -2.368832e+05 4.146800e+02
14.9129 -2.368842e+05 4.913807e+02
14.9279 -1.713502e+05 5.695841e+02
14.9430 -3.679562e+05 6.412453e+02
14.9581 4.612780e+06 6.984488e+02
14.9732 9.134763e+06 7.342748e+02
14.9883 -1.154390e+06 7.435593e+02
15.0034 -5.348692e+06 7.234578e+02
15.0185 -1.285460e+06 6.737488e+02
15.0336 -1.482069e+06 5.968483e+02
15.0487 -9.577792e+05 4.975292e+02
15.0638 -6.301002e+05 3.823927e+02
15.0789 -6.956352e+05 2.591566e+02
15.0940 -1.058112e+05 1.358480e+02
15.1091 2.525778e+04 1.999697e+01
15.1242 -2.368862e+05 -8.207587e+01
15.1393 -4.027822e+04 -1.657995e+02
15.1544 4.184738e+05 -2.286685e+02
15.1695 3.529398e+05 -2.703097e+02
15.1845 4.840118e+05 -2.923097e+02
15.1996 1.008298e+06 -2.978379e+02
15.2147 6.150848e+05 -2.911251e+02
15.2298 4.184768e+05 -2.768709e+02
15.2449 2.874028e+05 -2.596560e+02
15.2600 -2.368832e+05 -2.434300e+02
15.2751 -1.088853e+06 -2.311317e+02
15.2902 -1.482067e+06 -2.244750e+02
15.3053 -1.350998e+06 -2.239151e+02
15.3204 -1.547604e+06 -2.287796e+02
15.3355 -1.547605e+06 -2.375364e+02
15.3506 -1.088852e+06 -2.481492e+02
15.3657 -5.645642e+05 -2.584683e+02
15.3808 -2.368842e+05 -2.666010e+02
15.3959 -2.368842e+05 -2.712158e+02
15.4110 -4.027822e+04 -2.717432e+02
15.4261 9.079378e+04 -2.684528e+02
15.4411 2.218668e+05 -2.624041e+02
15.4562 2.218688e+05 -2.552822e+02
15.4713 -4.027722e+04 -2.491442e+02
15.4864 2.525978e+04 -2.461113e+02
15.5015 -2.368832e+05 -2.480464e+02
15.5166 -8.267072e+05 -2.562565e+02
15.5317 -3.679582e+05 -2.712560e+02
15.5468 -1.058122e+05 -2.926189e+02
15.5619 -3.679562e+05 -3.189368e+02
15.5770 -7.611722e+05 -3.478908e+02
15.5921 7.461558e+05 -3.764306e+02
15.6072 7.103146e+06 -4.010450e+02
15.6223 -5.414228e+06 -4.180986e+02
15.6374 -1.713502e+05 -4.242024e+02
15.6525 1.270445e+06 -4.165812e+02
15.6676 -1.154388e+06 -3.934013e+02
15.6826 -8.267082e+05 -3.540222e+02
15.6977 2.525878e+04 -2.991436e+02
15.7128 9.079378e+04 -2.308275e+02
15.7279 -1.058142e+05 -1.523849e+02
15.7430 -4.027722e+04 -6.813148e+01
15.7581 9.079678e+04 1.697080e+01
15.7732 1.563318e+05 9.775657e+01
15.7883 9.079678e+04 1.693427e+02
15.8034 -3.024222e+05 2.276092e+02
15.8185 -1.713472e+05 2.696240e+02
15.8336 -1.713482e+05 2.939646e+02
15.8487 -1.713472e+05 3.008948e+02
15.8638 2.525778e+04 2.923723e+02
15.8789 -4.027722e+04 2.718771e+02
15.8940 9.079678e+04 2.440713e+02
15.9091 1.563328e+05 2.143217e+02
15.9242 -4.027522e+04 1.881318e+02
15.9392 1.563298e+05 1.705436e+02
15.9543 2.218658e+05 1.655752e+02
15.9694 2.218658e+05 1.757584e+02
15.9845 2.525978e+04 2.018307e+02
15.9996 9.079478e+04 2.426203e+02
16.0147 1.563328e+05 2.951409e+02
16.0298 9.079578e+04 3.548884e+02
16.0449 3.529398e+05 4.163073e+02
16.0600 7.461558e+05 4.733762e+02
16.0751 -5.645662e+05 5.202457e+02
16.0902 3.105450e+06 5.518552e+02
16.1053 9.593514e+06 5.644595e+02
16.1204 2.319021e+06 5.560056e+02
16.1355 -5.414229e+06 5.263196e+02
16.1506 -1.285461e+06 4.770861e+02
16.1657 -7.611712e+05 4.116275e+02
16.1808 -8.267082e+05 3.345144e+02
16.1958 -7.611712e+05 2.510590e+02
16.2109 -4.990292e+05 1.667514e+02
16.2260 -3.679572e+05 8.670909e+01
16.2411 -2.368832e+05 1.519955e+01
16.2562 -4.027622e+04 -4.471173e+01
16.2713 1.563318e+05 -9.135606e+01
16.2864 -4.027722e+04 -1.244871e+02
16.3015 1.563308e+05 -1.451468e+02
16.3166 2.218688e+05 -1.554004e+02
16.3317 8.116908e+05 -1.579823e+02
16.3468 1.467050e+06 -1.559033e+02
16.3619 1.729194e+06 -1.520699e+02
16.3770 1.270443e+06 -1.489599e+02
16.3921 5.495478e+05 -1.483874e+02
16.4072 9.079378e+04 -1.513774e+02
16.4223 -1.023317e+06 -1.581522e+02
16.4373 -1.482068e+06 -1.682194e+02
16.4524 -1.482067e+06 -1.805387e+02
16.4675 -1.809747e+06 -1.937388e+02
16.4826 -8.267092e+05 -2.063504e+02
16.4977 -3.024202e+05 -2.170275e+02
16.5128 -3.679562e+05 -2.247303e+02
16.5279 -3.024212e+05 -2.288547e+02
16.5430 -4.334912e+05 -2.292983e+02
16.5581 -1.058142e+05 -2.264643e+02
16.5732 -3.024192e+05 -2.212097e+02
16.5883 -3.024212e+05 -2.147475e+02
16.6034 -1.713502e+05 -2.085176e+02
16.6185 -1.058122e+05 -2.040381e+02
16.6336 2.525878e+04 -2.027502e+02
16.6487 -1.058132e+05 -2.058664e+02
16.6638 9.079378e+04 -2.142316e+02
16.6789 2.525978e+04 -2.282037e+02
16.6939 -3.679552e+05 -2.475640e+02
16.7090 -4.990292e+05 -2.714632e+02
16.7241 -2.368862e+05 -2.984124e+02
16.7392 -4.027722e+04 -3.263265e+02
16.7543 1.563298e+05 -3.526268e+02
16.7694 -1.058142e+05 -3.744017e+02
16.7845 -3.024212e+05 -3.886248e+02
16.7996 -1.713472e+05 -3.924166e+02
16.8147 2.874018e+05 -3.833320e+02
16.8298 -4.027622e+04 -3.596462e+02
16.8449 -3.679552e+05 -3.206075e+02
16.8600 -1.713472e+05 -2.666248e+02
16.8751 -3.024212e+05 -1.993577e+02
16.8902 9.079478e+04 -1.216862e+02
16.9053 9.079478e+04 -3.754858e+01
16.9204 -4.027822e+04 4.834934e+01
16.9354 2.218658e+05 1.309345e+02
16.9505 9.079678e+04 2.052398e+02
16.9656 -4.027522e+04 2.669031e+02
16.9807 -1.058122e+05 3.126342e+02
16.9958 -1.713502e+05 3.405945e+02
17.0109 -3.024222e+05 3.506381e+02
17.0260 -5.645642e+05 3.443766e+02
17.0411 -6.301012e+05 3.250516e+02
17.0562 -1.713492e+05 2.972184e+02
17.0713 2.525778e+04 2.662704e+02
17.0864 -1.058132e+05 2.378543e+02
17.1015 9.079578e+04 2.172398e+02
17.1166 -1.713492e+05 2.087179e+02
17.1317 9.079578e+04 2.150994e+02
17.1468 -4.027622e+04 2.373741e+02
17.1619 -1.713502e+05 2.745744e+02
17.1770 -2.368852e+05 3.238613e+02
17.1920 -4.334922e+05 3.808251e+02
17.2071 -1.713472e+05 4.399665e+02
17.2222 4.184758e+05 4.953005e+02
17.2373 -3.679582e+05 5.410131e+02
17.2524 8.772278e+05 5.720929e+02
17.2675 8.610477e+06 5.848640e+02
17.2826 6.251181e+06 5.773591e+02
17.2977 -5.414227e+06 5.494927e+02
17.3128 -3.120469e+06 5.030197e+02
17.3279 -7.611722e+05 4.412884e+02
17.3430 -1.023318e+06 3.688247e+02
17.3581 -8.922432e+05 2.908024e+02
17.3732 -3.679562e+05 2.124644e+02
17.3883 -4.990282e+05 1.385666e+02
17.4034 -5.645652e+05 7.290726e+01
17.4185 -3.024192e+05 1.799413e+01
17.4336 9.079578e+04 -2.511913e+01
17.4486 9.079678e+04 -5.681721e+01
17.4637 1.563328e+05 -7.873972e+01
17.4788 7.461558e+05 -9.346258e+01
17.4939 6.806198e+05 -1.040903e+02
17.5090 1.204907e+06 -1.138138e+02
17.5241 1.401517e+06 -1.254899e+02
17.5392 1.532587e+06 -1.412919e+02
17.5543 1.663658e+06 -1.624703e+02
17.5694 4.840098e+05 -1.892462e+02
17.5845 -9.577822e+05 -2.208429e+02
17.5996 -1.482068e+06 -2.556446e+02
17.6147 -1.416532e+06 -2.914563e+02
17.6298 -1.219923e+06 -3.258283e+02
17.6449 -1.023318e+06 -3.564011e+02
17.6600 -5.645632e+05 -3.812301e+02
17.6751 -5.645652e+05 -3.990491e+02
17.6901 -3.024212e+05 -4.094416e+02
17.7052 -3.024212e+05 -4.129026e+02
17.7203 -4.334912e+05 -4.107828e+02
17.7354 -2.368832e+05 -4.051230e+02
17.7505 -2.368832e+05 -3.983977e+02
17.7656 -1.058142e+05 -3.931962e+02
17.7807 -4.027822e+04 -3.918787e+02
17.7958 -4.990272e+05 -3.962427e+02
17.8109 -4.334922e+05 -4.072424e+02
17.8260 -1.058142e+05 -4.247902e+02
17.8411 -3.024202e+05 -4.476684e+02
17.8562 -3.024202e+05 -4.735664e+02
17.8713 -3.679552e+05 -4.992442e+02
17.8864 -2.368862e+05 -5.208127e+02
17.9015 -4.027622e+04 -5.341071e+02
17.9166 2.218658e+05 -5.351188e+02
17.9317 2.525878e+04 -5.204423e+02
17.9467 -4.027522e+04 -4.876913e+02
17.9618 2.525778e+04 -4.358351e+02
17.9769 2.218658e+05 -3.654165e+02
17.9920 -4.027622e+04 -2.786180e+02
18.0071 9.079678e+04 -1.791618e+02
18.0222 3.529378e+05 -7.204273e+01
18.0373 9.079478e+04 3.688619e+01
18.0524 6.150818e+05 1.414381e+02
18.0675 9.427618e+05 2.356765e+02
18.0826 1.008300e+06 3.144979e+02
18.0977 1.270443e+06 3.741497e+02
18.1128 1.270444e+06 4.126239e+02
18.1279 1.335979e+06 4.298777e+02
18.1430 1.204906e+06 4.278512e+02
18.1581 1.139373e+06 4.102741e+02
18.1732 1.008301e+06 3.822751e+02
18.1882 1.008300e+06 3.498356e+02
18.2033 1.073836e+06 3.191426e+02
18.2184 8.772268e+05 2.959152e+02
18.2335 2.218668e+05 2.847772e+02
18.2486 2.874038e+05 2.887507e+02
18.2637 4.840128e+05 3.089280e+02
18.2788 2.218688e+05 3.443604e+02
18.2939 4.184748e+05 3.921774e+02
18.3090 5.495468e+05 4.479222e+02
18.3241 4.840118e+05 5.060631e+02
18.3392 4.184768e+05 5.606203e+02
18.3543 -1.713482e+05 6.058337e+02
18.3694 5.399210e+06 6.367923e+02
18.3845 1.005227e+07 6.499520e+02
18.3996 -2.465107e+06 6.434840e+02
18.4147 -5.348694e+06 6.174146e+02
18.4298 -1.088851e+06 5.735472e+02
18.4448 -1.482067e+06 5.151826e+02
18.4599 -8.922442e+05 4.466770e+02
18.4750 -5.645662e+05 3.728989e+02
18.4901 -4.334942e+05 2.986550e+02
18.5052 -3.024192e+05 2.281565e+02
18.5203 9.079678e+04 1.645921e+02
18.5354 3.529388e+05 1.098541e+02
18.5505 -2.368832e+05 6.444622e+01
18.5656 1.563328e+05 2.757509e+01
18.5807 2.218678e+05 -2.597049e+00
18.5958 1.563308e+05 -2.857951e+01
18.6109 8.116908e+05 -5.311706e+01
18.6260 1.008300e+06 -7.875287e+01
18.6411 1.139371e+06 -1.074506e+02
18.6562 1.073836e+06 -1.403251e+02
18.6713 8.116898e+05 -1.775140e+02
18.6864 -3.679562e+05 -2.182034e+02
18.7014 -1.219923e+06 -2.607962e+02
18.7165 -1.219925e+06 -3.031942e+02
18.7316 -1.285462e+06 -3.431487e+02
18.7467 -1.023315e+06 -3.786259e+02
18.7618 -5.645652e+05 -4.081325e+02
18.7769 -3.679582e+05 -4.309527e+02
18.7920 -7.611722e+05 -4.472617e+02
18.8071 -6.301002e+05 -4.580981e+02
18.8222 -4.334912e+05 -4.651979e+02
18.8373 -1.713482e+05 -4.707124e+02
18.8524 -3.024212e+05 -4.768489e+02
18.8675 -3.679552e+05 -4.854837e+02
18.8826 -3.679562e+05 -4.978030e+02
18.8977 -5.645632e+05 -5.140243e+02
18.9128 -1.058112e+05 -5.332388e+02
18.9279 2.526078e+04 -5.534063e+02
18.9429 2.525778e+04 -5.715063e+02
18.9580 -1.058122e+05 -5.838379e+02
18.9731 2.874028e+05 -5.864340e+02
18.9882 -4.027522e+04 -5.755446e+02
19.0033 -1.713472e+05 -5.481317e+02
19.0184 -2.368862e+05 -5.023139e+02
