t[s] ECG[a.u.] Pletism[a.u.]
1.6302 -1.713492e+05 -1.252664e+02
1.6452 -2.368862e+05 -2.470564e+01
1.6603 -1.058122e+05 8.771183e+01
1.6754 -3.024192e+05 2.040608e+02
1.6905 -4.990282e+05 3.156951e+02
1.7056 -4.027722e+04 4.142336e+02
1.7207 -3.679582e+05 4.925285e+02
1.7358 -1.058122e+05 5.454945e+02
1.7509 -3.024192e+05 5.706927e+02
1.7660 -2.368832e+05 5.685995e+02
1.7811 -2.368832e+05 5.425261e+02
1.7962 -3.679572e+05 4.982036e+02
1.8113 -1.713492e+05 4.430884e+02
1.8264 -1.713492e+05 3.854767e+02
1.8415 -1.713482e+05 3.335395e+02
1.8566 1.563298e+05 2.943951e+02
1.8717 2.218668e+05 2.733288e+02
1.8867 -4.027822e+04 2.732467e+02
1.9018 -1.713492e+05 2.944196e+02
1.9169 2.525778e+04 3.345335e+02
1.9320 -2.368832e+05 3.890278e+02
1.9471 -4.027822e+04 4.516669e+02
1.9622 -2.368852e+05 5.152673e+02
1.9773 2.218668e+05 5.724898e+02
1.9924 3.891882e+06 6.166034e+02
2.0075 9.986730e+06 6.421386e+02
2.0226 4.840108e+05 6.453674e+02
2.0377 -4.889942e+06 6.245722e+02
2.0528 -3.579222e+06 5.800934e+02
2.0679 -1.350996e+06 5.141707e+02
2.0830 -6.956372e+05 4.306152e+02
2.0981 -1.154387e+06 3.343621e+02
2.1132 7.365291e+06 2.309634e+02
2.1283 -4.103508e+06 1.260756e+02
2.1433 -1.088853e+06 2.499335e+01
2.1584 -1.058122e+05 -6.773485e+01
2.1735 -1.058132e+05 -1.485824e+02
2.1886 -1.058132e+05 -2.152038e+02
2.2037 9.079578e+04 -2.664783e+02
2.2188 2.218678e+05 -3.024508e+02
2.2339 4.184758e+05 -3.241876e+02
2.2490 7.461538e+05 -3.335697e+02
2.2641 1.073837e+06 -3.330456e+02
2.2792 1.204908e+06 -3.253678e+02
2.2943 8.116928e+05 -3.133310e+02
2.3094 -2.368862e+05 -2.995325e+02
2.3245 -1.154390e+06 -2.861708e+02
2.3396 -1.482070e+06 -2.748963e+02
2.3547 -1.547606e+06 -2.667253e+02
2.3698 -1.285462e+06 -2.620242e+02
2.3848 -1.219923e+06 -2.605660e+02
2.3999 -8.922452e+05 -2.616542e+02
2.4150 -6.301012e+05 -2.643020e+02
2.4301 -6.956362e+05 -2.674467e+02
2.4452 -6.956382e+05 -2.701742e+02
2.4603 -6.301022e+05 -2.719218e+02
2.4754 -5.645642e+05 -2.726298e+02
2.4905 -3.024192e+05 -2.728140e+02
2.5056 -3.024202e+05 -2.735404e+02
2.5207 -4.334922e+05 -2.762962e+02
2.5358 -1.713482e+05 -2.827643e+02
2.5509 -4.027622e+04 -2.945263e+02
2.5660 -1.713472e+05 -3.127312e+02
2.5811 -4.027722e+04 -3.377777e+02
2.5962 -4.027722e+04 -3.690611e+02
2.6113 -1.713482e+05 -4.048325e+02
2.6264 -4.027722e+04 -4.422060e+02
2.6414 -1.713492e+05 -4.773325e+02
2.6565 -1.058142e+05 -5.057349e+02
2.6716 -4.990292e+05 -5.227772e+02
2.6867 -5.645632e+05 -5.242158e+02
2.7018 -2.368842e+05 -5.067662e+02
2.7169 -3.679572e+05 -4.686094e+02
2.7320 -3.024202e+05 -4.097646e+02
2.7471 -3.024192e+05 -3.322663e+02
2.7622 -1.713502e+05 -2.401081e+02
2.7773 1.563308e+05 -1.389416e+02
2.7924 -4.027522e+04 -3.555461e+01
2.8075 -1.713492e+05 6.282019e+01
2.8226 -1.058122e+05 1.492863e+02
2.8377 -2.368832e+05 2.180607e+02
2.8528 -1.058142e+05 2.651493e+02
2.8679 -1.713492e+05 2.888329e+02
2.8830 -1.713472e+05 2.898970e+02
2.8980 -4.027722e+04 2.715694e+02
2.9131 -1.058122e+05 2.391677e+02
2.9282 9.079678e+04 1.994939e+02
2.9433 -1.058112e+05 1.600484e+02
2.9584 -3.024192e+05 1.281571e+02
2.9735 -2.368832e+05 1.101183e+02
2.9886 2.525978e+04 1.104733e+02
3.0037 9.079378e+04 1.314872e+02
3.0188 -1.058132e+05 1.729034e+02
3.0339 -4.027622e+04 2.319941e+02
3.0490 -4.027522e+04 3.038991e+02
3.0641 9.079678e+04 3.822016e+02
3.0792 9.079378e+04 4.596700e+02
3.0943 9.079378e+04 5.290684e+02
3.1094 -3.024202e+05 5.839394e+02
3.1245 4.874924e+06 6.192677e+02
3.1395 9.265835e+06 6.319510e+02
3.1546 -2.006355e+06 6.210332e+02
3.1697 -6.135125e+06 5.876876e+02
3.1848 -2.989395e+06 5.349666e+02
3.1999 -1.154388e+06 4.673628e+02
3.2150 -5.645662e+05 3.902484e+02
3.2301 -4.334912e+05 3.092660e+02
3.2452 -3.024212e+05 2.297463e+02
3.2603 -1.058112e+05 1.562171e+02
3.2754 -1.713502e+05 9.205234e+01
3.2905 -1.058142e+05 3.928538e+01
3.3056 1.563328e+05 -1.409386e+00
3.3207 2.218658e+05 -3.058468e+01
3.3358 2.218688e+05 -4.977238e+01
3.3509 4.840108e+05 -6.116329e+01
3.3660 6.806188e+05 -6.726149e+01
3.3811 9.427628e+05 -7.055692e+01
3.3961 1.270444e+06 -7.325117e+01
3.4112 1.598124e+06 -7.705964e+01
3.4263 8.116908e+05 -8.310087e+01
3.4414 -1.713492e+05 -9.187165e+01
3.4565 -1.482068e+06 -1.032970e+02
3.4716 -1.547604e+06 -1.168378e+02
3.4867 -1.285460e+06 -1.316358e+02
3.5018 -8.267092e+05 -1.466757e+02
3.5169 -4.990292e+05 -1.609463e+02
3.5320 -4.027622e+04 -1.735859e+02
3.5471 -1.058112e+05 -1.840007e+02
3.5622 2.525878e+04 -1.919486e+02
3.5773 2.218678e+05 -1.975826e+02
3.5924 1.563298e+05 -2.014500e+02
3.6075 1.563328e+05 -2.044473e+02
3.6226 2.218658e+05 -2.077290e+02
3.6376 9.079678e+04 -2.125762e+02
3.6527 2.525778e+04 -2.202306e+02
3.6678 -1.058132e+05 -2.317073e+02
3.6829 9.079578e+04 -2.476040e+02
3.6980 -1.713482e+05 -2.679278e+02
3.7131 -3.024202e+05 -2.919657e+02
3.7282 -1.058112e+05 -3.182210e+02
3.7433 -1.713502e+05 -3.444392e+02
3.7584 -3.024222e+05 -3.677325e+02
3.7735 -1.713472e+05 -3.848072e+02
3.7886 -1.713482e+05 -3.922786e+02
3.8037 2.525878e+04 -3.870486e+02
3.8188 -2.368832e+05 -3.667053e+02
3.8339 1.563298e+05 -3.298956e+02
3.8490 2.525778e+04 -2.766207e+02
3.8641 -1.713482e+05 -2.084046e+02
3.8792 -1.713482e+05 -1.283019e+02
3.8942 2.525778e+04 -4.072406e+01
3.9093 -1.058122e+05 4.891069e+01
3.9244 -4.027822e+04 1.346773e+02
3.9395 -4.027522e+04 2.107429e+02
3.9546 -2.368842e+05 2.719984e+02
3.9697 -3.024192e+05 3.146461e+02
3.9848 -2.368832e+05 3.366663e+02
3.9999 -3.024212e+05 3.380999e+02
4.0150 2.525978e+04 3.210994e+02
4.0301 9.079378e+04 2.897338e+02
4.0452 -1.058142e+05 2.495586e+02
4.0603 9.079678e+04 2.069986e+02
4.0754 3.529378e+05 1.686112e+02
4.0905 4.184758e+05 1.403205e+02
4.1056 2.525978e+04 1.267158e+02
4.1207 -1.713492e+05 1.305018e+02
4.1358 1.563328e+05 1.521726e+02
4.1508 -1.058112e+05 1.899497e+02
4.1659 -2.368852e+05 2.399948e+02
4.1810 -3.024192e+05 2.968704e+02
4.1961 -6.300992e+05 3.541898e+02
4.2112 -3.024222e+05 4.053752e+02
4.2263 -8.922462e+05 4.444286e+02
4.2414 3.367597e+06 4.666183e+02
4.2565 1.018334e+07 4.689981e+02
4.2716 5.495468e+05 4.506981e+02
4.2867 -6.790483e+06 4.129567e+02
4.3018 -4.431190e+06 3.588979e+02
4.3169 -1.482069e+06 2.930902e+02
4.3320 -1.547605e+06 2.209508e+02
4.3471 -1.154389e+06 1.480773e+02
4.3622 -7.611732e+05 7.959346e+01
4.3773 -3.679552e+05 1.959231e+01
4.3923 -5.645632e+05 -2.925745e+01
4.4074 -4.334912e+05 -6.590059e+01
4.4225 -1.058122e+05 -9.086732e+01
4.4376 -1.058142e+05 -1.060447e+02
4.4527 -4.027722e+04 -1.142906e+02
4.4678 2.874028e+05 -1.189504e+02
4.4829 7.461568e+05 -1.233488e+02
4.4980 8.772288e+05 -1.303249e+02
4.5131 1.335980e+06 -1.418720e+02
4.5282 1.335978e+06 -1.589239e+02
4.5433 7.461538e+05 -1.813072e+02
4.5584 -4.027822e+04 -2.078558e+02
4.5735 -1.285460e+06 -2.366622e+02
4.5886 -1.547605e+06 -2.654203e+02
4.6037 -1.219925e+06 -2.918095e+02
4.6188 -1.023318e+06 -3.138602e+02
4.6339 -6.956352e+05 -3.302534e+02
4.6489 -3.679572e+05 -3.405126e+02
4.6640 -4.334932e+05 -3.450662e+02
4.6791 -4.990272e+05 -3.451760e+02
4.6942 -1.058132e+05 -3.427439e+02
4.7093 -1.058142e+05 -3.400269e+02
4.7244 9.079378e+04 -3.392977e+02
4.7395 1.563328e+05 -3.424980e+02
4.7546 1.563298e+05 -3.509271e+02
4.7697 -1.058122e+05 -3.650063e+02
4.7848 -2.368862e+05 -3.841460e+02
4.7999 -2.368862e+05 -4.067360e+02
4.8150 -1.058142e+05 -4.302571e+02
4.8301 -1.058122e+05 -4.515069e+02
4.8452 -1.058132e+05 -4.669149e+02
4.8603 -2.368842e+05 -4.729145e+02
4.8754 -1.713482e+05 -4.663356e+02
4.8905 2.525778e+04 -4.447747e+02
4.9055 2.525878e+04 -4.069052e+02
4.9206 -1.713472e+05 -3.526945e+02
4.9357 -4.027822e+04 -2.835000e+02
4.9508 -1.058112e+05 -2.020318e+02
4.9659 -4.334912e+05 -1.121782e+02
4.9810 1.563298e+05 -1.870491e+01
4.9961 2.525978e+04 7.314812e+01
5.0112 2.218658e+05 1.581370e+02
5.0263 3.529378e+05 2.315081e+02
5.0414 4.840098e+05 2.894663e+02
5.0565 4.184738e+05 3.295689e+02
5.0716 2.218678e+05 3.510002e+02
5.0867 1.563308e+05 3.546909e+02
5.1018 2.525778e+04 3.432635e+02
5.1169 2.525878e+04 3.207983e+02
5.1320 9.079378e+04 2.924389e+02
5.1470 -1.058112e+05 2.638707e+02
5.1621 -1.713492e+05 2.407240e+02
5.1772 -1.058132e+05 2.279652e+02
5.1923 -4.334912e+05 2.293422e+02
5.2074 -4.027522e+04 2.469480e+02
5.2225 -4.990292e+05 2.809564e+02
5.2376 -2.368842e+05 3.295626e+02
5.2527 9.079578e+04 3.891430e+02
5.2678 -3.024192e+05 4.546190e+02
5.2829 2.874018e+05 5.199865e+02
5.2980 -3.024212e+05 5.789539e+02
5.3131 8.772278e+05 6.256137e+02
5.3282 9.265836e+06 6.550714e+02
5.3433 6.841003e+06 6.639570e+02
5.3584 -6.135123e+06 6.507608e+02
5.3735 -3.382614e+06 6.159553e+02
5.3886 -1.023316e+06 5.618912e+02
5.4036 -1.219926e+06 4.924855e+02
5.4187 -6.300992e+05 4.127433e+02
5.4338 -4.334942e+05 3.281768e+02
5.4489 -3.024212e+05 2.441946e+02
5.4640 -1.713482e+05 1.655386e+02
5.4791 -1.713482e+05 9.583611e+01
5.4942 -2.368862e+05 3.731601e+01
5.5093 -1.058142e+05 -9.281704e+00
5.5244 4.840108e+05 -4.460475e+01
5.5395 7.461538e+05 -7.042034e+01
5.5546 1.008301e+06 -8.922733e+01
5.5697 1.335980e+06 -1.038097e+02
5.5848 1.467053e+06 -1.167978e+02
5.5999 1.270444e+06 -1.302993e+02
5.6150 5.495478e+05 -1.456480e+02
5.6301 2.525978e+04 -1.632998e+02
5.6451 -1.219925e+06 -1.828815e+02
5.6602 -1.613141e+06 -2.033744e+02
5.6753 -1.613139e+06 -2.233967e+02
5.6904 -1.023318e+06 -2.415329e+02
5.7055 -6.956362e+05 -2.566548e+02
5.7206 -4.334942e+05 -2.681811e+02
5.7357 -3.679562e+05 -2.762333e+02
5.7508 -4.027822e+04 -2.816620e+02
5.7659 2.525878e+04 -2.859410e+02
5.7810 -4.027522e+04 -2.909426e+02
5.7961 9.079678e+04 -2.986286e+02
5.8112 1.563298e+05 -3.107039e+02
5.8263 2.218688e+05 -3.282823e+02
5.8414 9.079578e+04 -3.516173e+02
5.8565 -4.027822e+04 -3.799361e+02
5.8716 2.218668e+05 -4.114064e+02
5.8867 -1.713472e+05 -4.432426e+02
5.9017 -3.679572e+05 -4.719443e+02
5.9168 -3.679552e+05 -4.936407e+02
5.9319 -6.301022e+05 -5.045009e+02
5.9470 -3.024192e+05 -5.011648e+02
5.9621 -1.058132e+05 -4.811454e+02
5.9772 -4.027822e+04 -4.431570e+02
5.9923 -4.027622e+04 -3.873341e+02
6.0074 -4.027722e+04 -3.153159e+02
6.0225 -1.713492e+05 -2.301859e+02
6.0376 -1.713472e+05 -1.362721e+02
6.0527 -3.024192e+05 -3.882269e+01
6.0678 -3.679562e+05 5.641378e+01
6.0829 1.563308e+05 1.436674e+02
6.0980 2.525978e+04 2.176453e+02
6.1131 2.525878e+04 2.740064e+02
6.1282 2.218668e+05 3.097718e+02
6.1433 -4.027522e+04 3.236332e+02
6.1583 2.525778e+04 3.161294e+02
6.1734 2.218688e+05 2.896686e+02
6.1885 2.218668e+05 2.483865e+02
6.2036 2.218678e+05 1.978411e+02
6.2187 -1.713472e+05 1.445608e+02
6.2338 9.079478e+04 9.547508e+01
6.2489 9.079578e+04 5.727116e+01
6.2640 -3.024192e+05 3.573132e+01
6.2791 2.874018e+05 3.511306e+01
6.2942 -3.024222e+05 5.763623e+01
6.3093 -5.645662e+05 1.031376e+02
6.3244 -4.027822e+04 1.689413e+02
6.3395 3.529388e+05 2.499766e+02
6.3546 -5.645662e+05 3.391494e+02
6.3697 6.806188e+05 4.279477e+02
6.3848 3.957418e+06 5.072328e+02
6.3998 9.659053e+06 5.681437e+02
6.4149 -5.645662e+05 6.030227e+02
6.4300 -6.200661e+06 6.062625e+02
6.4451 -1.285462e+06 5.749748e+02
6.4602 -8.267072e+05 5.093969e+02
6.4753 -4.334942e+05 4.129819e+02
6.4904 -4.027822e+04 2.921448e+02
6.5055 -1.713472e+05 1.556792e+02
6.5206 -4.027622e+04 1.390651e+01
6.5357 -3.679552e+05 -1.223566e+02
6.5508 -1.058132e+05 -2.428974e+02
6.5659 1.563308e+05 -3.391478e+02
6.5810 2.874048e+05 -4.050435e+02
6.5961 7.461538e+05 -4.376037e+02
6.6112 8.772288e+05 -4.371615e+02
6.6263 9.427648e+05 -4.072223e+02
6.6414 1.663658e+06 -3.539703e+02
6.6564 1.467051e+06 -2.854891e+02
6.6715 1.204907e+06 -2.107970e+02
6.6866 6.150848e+05 -1.388181e+02
6.7017 -4.334942e+05 -7.741771e+01
6.7168 -1.154389e+06 -3.262024e+01
6.7319 -1.350996e+06 -8.096869e+00
6.7470 -9.577822e+05 -4.970251e+00
6.7621 -6.956372e+05 -2.194696e+01
6.7772 -3.024192e+05 -5.573837e+01
6.7923 -1.713492e+05 -1.016891e+02
6.8074 -3.679572e+05 -1.545126e+02
6.8225 -3.024192e+05 -2.090242e+02
6.8376 -3.679572e+05 -2.607627e+02
6.8527 -3.679582e+05 -3.064216e+02
6.8678 -4.027522e+04 -3.440375e+02
6.8829 -4.334912e+05 -3.729303e+02
6.8980 -2.368832e+05 -3.934280e+02
6.9130 -1.713502e+05 -4.064413e+02
6.9281 -1.713492e+05 -4.129787e+02
6.9432 -3.679552e+05 -4.136978e+02
6.9583 -1.713482e+05 -4.085821e+02
6.9734 -2.368832e+05 -3.968054e+02
6.9885 -4.990302e+05 -3.768155e+02
7.0036 -4.027522e+04 -3.466262e+02
7.0187 2.218668e+05 -3.042706e+02
7.0338 6.513325e+06 -2.483353e+02
7.0489 -3.579219e+06 -1.784799e+02
7.0640 6.578859e+06 -9.584125e+01
7.0791 -5.938517e+06 -3.237509e+00
7.0942 3.529408e+05 9.488324e+01
7.1093 1.073834e+06 1.927677e+02
7.1244 -1.088853e+06 2.839279e+02
7.1395 -5.645662e+05 3.618894e+02
7.1545 -3.679552e+05 4.210175e+02
7.1696 -4.990292e+05 4.573032e+02
7.1847 -1.713492e+05 4.689901e+02
7.1998 -3.024192e+05 4.569421e+02
7.2149 -4.334932e+05 4.246841e+02
7.2300 -1.713482e+05 3.780928e+02
7.2451 -3.024192e+05 3.247643e+02
7.2602 -6.956352e+05 2.731312e+02
7.2753 8.772258e+05 2.314399e+02
7.2904 -1.547604e+06 2.067208e+02
7.3055 8.282795e+06 2.038883e+02
7.3206 -3.317078e+06 2.250917e+02
7.3357 5.923500e+06 2.694059e+02
7.3508 -3.186006e+06 3.329051e+02
7.3659 -1.219923e+06 4.091123e+02
7.3810 -6.956382e+05 4.897662e+02
7.3961 2.525978e+04 5.658054e+02
7.4111 6.906540e+06 6.284413e+02
7.4262 7.037611e+06 6.701808e+02
7.4413 -4.889941e+06 6.856701e+02
7.4564 -6.462806e+06 6.722549e+02
7.4715 -1.809747e+06 6.301944e+02
7.4866 -1.416533e+06 5.625136e+02
7.5017 -1.219925e+06 4.745256e+02
7.5168 -3.679572e+05 3.731011e+02
7.5319 -2.368862e+05 2.657896e+02
7.5470 -4.334922e+05 1.599156e+02
7.5621 -3.679552e+05 6.176731e+01
7.5772 -4.990272e+05 -2.401955e+01
7.5923 -4.990292e+05 -9.481557e+01
7.6074 -1.713502e+05 -1.500587e+02
7.6225 2.218688e+05 -1.910362e+02
7.6376 6.150818e+05 -2.204383e+02
7.6526 1.139370e+06 -2.417636e+02
7.6677 1.204909e+06 -2.586735e+02
7.6828 9.427648e+05 -2.743922e+02
7.6979 9.427648e+05 -2.912370e+02
7.7130 2.218688e+05 -3.103414e+02
7.7281 -8.922432e+05 -3.315971e+02
7.7432 -1.547606e+06 -3.538113e+02
7.7583 -1.482067e+06 -3.750395e+02
7.7734 -1.285461e+06 -3.930336e+02
7.7885 -1.154388e+06 -4.057261e+02
7.8036 -1.023316e+06 -4.116729e+02
7.8187 -5.645662e+05 -4.103842e+02
7.8338 -5.645632e+05 -4.024934e+02
7.8489 -6.956352e+05 -3.897391e+02
7.8640 -1.713502e+05 -3.747653e+02
7.8791 -1.713492e+05 -3.607696e+02
7.8942 -4.027622e+04 -3.510518e+02
7.9092 -2.368852e+05 -3.485294e+02
7.9243 -1.058122e+05 -3.552865e+02
7.9394 -4.027522e+04 -3.722222e+02
7.9545 -1.713492e+05 -3.988421e+02
7.9696 -2.368852e+05 -4.332247e+02
7.9847 -1.713492e+05 -4.721636e+02
7.9998 -3.679582e+05 -5.114693e+02
8.0149 -3.679562e+05 -5.463911e+02
8.0300 -1.713492e+05 -5.721095e+02
8.0451 -2.368852e+05 -5.842391e+02
8.0602 -4.334912e+05 -5.792888e+02
8.0753 -3.679552e+05 -5.550262e+02
8.0904 -1.713502e+05 -5.107143e+02
8.1055 -2.368842e+05 -4.471971e+02
8.1206 -4.027822e+04 -3.668335e+02
8.1357 -2.368832e+05 -2.732900e+02
8.1508 1.563318e+05 -1.712214e+02
8.1658 9.079378e+04 -6.587262e+01
8.1809 -3.024222e+05 3.736185e+01
8.1960 -1.713492e+05 1.333753e+02
8.2111 -1.713482e+05 2.177459e+02
8.2262 -3.024222e+05 2.870674e+02
8.2413 2.525878e+04 3.391873e+02
8.2564 -3.024202e+05 3.733368e+02
8.2715 -3.679562e+05 3.901482e+02
8.2866 -1.058142e+05 3.915624e+02
8.3017 -1.058142e+05 3.806350e+02
8.3168 2.526078e+04 3.612595e+02
8.3319 1.563328e+05 3.378267e+02
8.3470 9.079678e+04 3.148478e+02
8.3621 1.563308e+05 2.965680e+02
8.3772 2.874028e+05 2.866009e+02
8.3923 4.184768e+05 2.876131e+02
8.4073 3.529378e+05 3.010827e+02
8.4224 2.525778e+04 3.271564e+02
8.4375 9.079378e+04 3.646176e+02
8.4526 2.218688e+05 4.109716e+02
8.4677 2.218658e+05 4.626449e+02
8.4828 -1.058112e+05 5.152835e+02
8.4979 9.079678e+04 5.641266e+02
8.5130 -6.301022e+05 6.044233e+02
8.5281 6.806208e+05 6.318556e+02
8.5432 8.020650e+06 6.429273e+02
8.5583 6.251181e+06 6.352839e+02
8.5734 -5.021013e+06 6.079298e+02
8.5885 -5.545302e+06 5.613239e+02
8.6036 -8.267102e+05 4.973421e+02
8.6187 -1.154388e+06 4.191113e+02
8.6338 -4.990292e+05 3.307323e+02
8.6489 -4.027622e+04 2.369178e+02
8.6639 -1.058112e+05 1.425842e+02
8.6790 1.563318e+05 5.243627e+01
8.6941 5.495458e+05 -2.941424e+01
8.7092 -1.088851e+06 -9.975860e+01
8.7243 3.629740e+06 -1.565028e+02
8.7394 9.396907e+06 -1.987628e+02
8.7545 -1.744213e+06 -2.268399e+02
8.7696 5.726892e+06 -2.420827e+02
8.7847 4.184768e+05 -2.466573e+02
8.7998 -1.547606e+06 -2.432520e+02
8.8149 1.139370e+06 -2.347531e+02
8.8300 -1.350995e+06 -2.239262e+02
8.8451 -2.137427e+06 -2.131375e+02
8.8602 -2.202965e+06 -2.041431e+02
8.8753 -1.744212e+06 -1.979675e+02
8.8904 -1.547604e+06 -1.948785e+02
8.9055 -9.577802e+05 -1.944598e+02
8.9205 -8.267082e+05 -1.957659e+02
8.9356 -8.922452e+05 -1.975418e+02
8.9507 -7.611732e+05 -1.984748e+02
8.9658 -8.922432e+05 -1.974497e+02
8.9809 -6.300992e+05 -1.937737e+02
8.9960 -5.645632e+05 -1.873407e+02
9.0111 -7.611732e+05 -1.787137e+02
9.0262 -4.334912e+05 -1.691110e+02
9.0413 -3.024222e+05 -1.602924e+02
9.0564 -4.990302e+05 -1.543570e+02
9.0715 -2.368862e+05 -1.534704e+02
9.0866 -2.368842e+05 -1.595534e+02
9.1017 -2.368852e+05 -1.739683e+02
9.1168 -1.713482e+05 -1.972436e+02
9.1319 -4.027822e+04 -2.288742e+02
9.1470 -2.368862e+05 -2.672298e+02
9.1620 -4.027622e+04 -3.095931e+02
9.1771 2.218658e+05 -3.523343e+02
9.1922 -1.058122e+05 -3.912134e+02
9.2073 -3.024212e+05 -4.217851e+02
9.2224 -4.027822e+04 -4.398668e+02
9.2375 3.529378e+05 -4.420180e+02
9.2526 -4.027722e+04 -4.259765e+02
9.2677 -1.058112e+05 -3.909953e+02
9.2828 2.218688e+05 -3.380338e+02
9.2979 1.563328e+05 -2.697698e+02
9.3130 9.079678e+04 -1.904204e+02
9.3281 -4.027722e+04 -1.053798e+02
9.3432 2.525878e+04 -2.070528e+01
9.3583 2.218688e+05 5.749496e+01
9.3734 9.079678e+04 1.237077e+02
9.3885 -1.713482e+05 1.736192e+02
9.4036 -1.058112e+05 2.046069e+02
9.4186 9.079378e+04 2.160560e+02
9.4337 -1.058142e+05 2.094583e+02
9.4488 -1.713472e+05 1.882752e+02
9.4639 -4.027522e+04 1.575738e+02
9.4790 2.525978e+04 1.234744e+02
