t[s] ECG[a.u.] Pletism[a.u.]
48.3376 -4.820378e+05 -3.383951e+02
48.3526 -4.820378e+05 -2.755910e+02
48.3676 -2.198928e+05 -2.038602e+02
48.3827 -8.882184e+04 -1.260924e+02
48.3977 -2.328384e+04 -4.605700e+01
48.4127 -1.543558e+05 3.192886e+01
48.4277 1.077872e+05 1.034313e+02
48.4428 -2.328584e+04 1.643830e+02
48.4578 -1.543548e+05 2.115573e+02
48.4728 -1.543558e+05 2.429732e+02
48.4878 -1.543548e+05 2.581713e+02
48.5029 -1.543568e+05 2.583222e+02
48.5179 -1.543558e+05 2.461418e+02
48.5329 -2.854278e+05 2.256194e+02
48.5479 -2.328484e+04 2.015833e+02
48.5630 4.225016e+04 1.791567e+02
48.5780 -1.543548e+05 1.631678e+02
48.5930 -2.328384e+04 1.575881e+02
48.6080 -2.328284e+04 1.650706e+02
48.6231 7.631462e+05 1.866444e+02
48.6381 9.597572e+05 2.216061e+02
48.6531 6.976122e+05 2.676189e+02
48.6681 3.043962e+05 3.210041e+02
48.6832 4.225116e+04 3.771853e+02
48.6982 2.388602e+05 4.312245e+02
48.7132 2.388592e+05 4.783789e+02
48.7282 -2.198908e+05 5.146074e+02
48.7433 -1.399539e+06 5.369630e+02
48.7583 9.348364e+06 5.438284e+02
48.7733 1.563982e+07 5.349724e+02
48.7883 -7.953142e+06 5.114329e+02
48.8034 -5.528308e+06 4.752565e+02
48.8184 4.225316e+04 4.291424e+02
48.8334 -6.131098e+05 3.760501e+02
48.8484 -4.820378e+05 3.188299e+02
48.8635 -1.543578e+05 2.599302e+02
48.8785 -2.198908e+05 2.012155e+02
48.8935 -8.881984e+04 1.439122e+02
48.9085 2.388582e+05 8.867307e+01
48.9236 1.733222e+05 3.573482e+01
48.9386 1.733222e+05 -1.487333e+01
48.9536 5.010042e+05 -6.311871e+01
48.9687 8.286852e+05 -1.087969e+02
48.9837 1.090829e+06 -1.514412e+02
48.9987 2.336013e+06 -1.903289e+02
49.0137 2.729227e+06 -2.245822e+02
49.0288 2.991370e+06 -2.533428e+02
49.0438 2.401549e+06 -2.759836e+02
49.0588 8.286852e+05 -2.923118e+02
49.0738 -1.268467e+06 -3.027164e+02
49.0889 -2.382579e+06 -3.082238e+02
49.1039 -2.120436e+06 -3.104369e+02
49.1189 -2.185972e+06 -3.113578e+02
49.1339 -1.596149e+06 -3.131118e+02
49.1490 -1.530613e+06 -3.176125e+02
49.1640 -1.465075e+06 -3.262202e+02
49.1790 -1.268467e+06 -3.394507e+02
49.1940 -1.071859e+06 -3.567872e+02
49.2091 -9.407898e+05 -3.766351e+02
49.2241 -1.071861e+06 -3.964370e+02
49.2391 -9.407868e+05 -4.129440e+02
49.2541 -6.786428e+05 -4.226101e+02
49.2692 -6.131088e+05 -4.220600e+02
49.2842 -5.475738e+05 -4.085645e+02
49.2992 -7.441808e+05 -3.804553e+02
49.3142 -8.097158e+05 -3.374163e+02
49.3293 -7.441788e+05 -2.806080e+02
49.3443 -8.097168e+05 -2.126008e+02
49.3593 -5.475738e+05 -1.371235e+02
49.3743 -6.786428e+05 -5.865953e+01
49.3894 -6.131078e+05 1.805642e+01
49.4044 -4.820358e+05 8.857216e+01
49.4194 -3.509658e+05 1.492103e+02
49.4344 -4.164998e+05 1.974538e+02
49.4495 -3.509628e+05 2.321750e+02
49.4645 -6.786458e+05 2.536823e+02
49.4795 -6.786428e+05 2.635839e+02
49.4946 -6.131078e+05 2.644949e+02
49.5096 -4.820348e+05 2.596349e+02
49.5246 -6.131078e+05 2.523754e+02
49.5396 -4.164988e+05 2.458020e+02
49.5547 -2.198908e+05 2.423495e+02
49.5697 3.699302e+05 2.435543e+02
49.5847 5.010042e+05 2.499484e+02
49.5997 1.077872e+05 2.610968e+02
49.6148 -5.475718e+05 2.757593e+02
49.6298 -5.475708e+05 2.921396e+02
49.6448 -6.131088e+05 3.081771e+02
49.6598 -2.854278e+05 3.218322e+02
49.6749 -6.786448e+05 3.313254e+02
49.6899 -1.268469e+06 3.352988e+02
49.7049 1.046248e+07 3.328887e+02
49.7199 1.400142e+07 3.237123e+02
49.7350 -8.870644e+06 3.077878e+02
49.7500 -4.479731e+06 2.854162e+02
49.7650 -3.509658e+05 2.570563e+02
49.7800 -8.752538e+05 2.232233e+02
49.7951 -6.131098e+05 1.844306e+02
49.8101 -1.543548e+05 1.411840e+02
49.8251 -2.854288e+05 9.402209e+01
49.8401 -2.198908e+05 4.358762e+01
49.8552 -1.543578e+05 -9.295972e+00
49.8702 4.225016e+04 -6.356969e+01
49.8852 4.354672e+05 -1.179283e+02
49.9002 6.320772e+05 -1.708677e+02
49.9153 8.286852e+05 -2.207930e+02
49.9303 1.418507e+06 -2.661732e+02
49.9453 2.204940e+06 -3.057194e+02
49.9603 2.467085e+06 -3.385527e+02
49.9754 2.729227e+06 -3.643298e+02
49.9904 2.270475e+06 -3.832948e+02
50.0054 4.354682e+05 -3.962397e+02
50.0204 -1.202933e+06 -4.043700e+02
50.0355 -1.923827e+06 -4.090911e+02
50.0505 -1.989365e+06 -4.117431e+02
50.0655 -1.661685e+06 -4.133289e+02
50.0806 -1.465076e+06 -4.142802e+02
50.0956 -1.006326e+06 -4.143081e+02
50.1106 -8.752538e+05 -4.123692e+02
50.1256 -8.752518e+05 -4.067664e+02
50.1407 -5.475738e+05 -3.953769e+02
50.1557 -5.475718e+05 -3.759825e+02
50.1707 -5.475718e+05 -3.466553e+02
50.1857 -1.543558e+05 -3.061418e+02
50.2008 -2.328384e+04 -2.541830e+02
50.2158 -2.854298e+05 -1.917157e+02
50.2308 -2.328284e+04 -1.209148e+02
50.2458 -3.509628e+05 -4.505724e+01
50.2609 -3.509648e+05 3.178177e+01
50.2759 -2.854278e+05 1.051674e+02
50.2909 -3.509628e+05 1.708220e+02
50.3059 -2.198918e+05 2.251492e+02
50.3210 -4.164998e+05 2.656914e+02
50.3360 -2.198928e+05 2.914539e+02
50.3510 -8.881884e+04 3.030449e+02
50.3660 -2.328384e+04 3.026080e+02
50.3811 -2.328284e+04 2.935508e+02
50.3961 -1.543558e+05 2.801049e+02
50.4111 -2.328384e+04 2.667734e+02
50.4261 -1.543548e+05 2.577432e+02
50.4412 -2.328384e+04 2.563396e+02
50.4562 3.043962e+05 2.645983e+02
50.4712 6.320752e+05 2.830123e+02
50.4862 2.388612e+05 3.104858e+02
50.5013 1.733232e+05 3.444981e+02
50.5163 1.077872e+05 3.814524e+02
50.5313 -8.882184e+04 4.171566e+02
50.5463 -5.475708e+05 4.473689e+02
50.5614 -2.328284e+04 4.683323e+02
50.5764 -9.407878e+05 4.772253e+02
50.5914 1.221898e+06 4.724726e+02
50.6065 1.734376e+07 4.538776e+02
50.6215 4.105483e+06 4.225702e+02
50.6365 -1.109887e+07 3.807837e+02
50.6515 -7.441788e+05 3.315035e+02
50.6666 -8.752528e+05 2.780430e+02
50.6816 -7.441818e+05 2.236097e+02
50.6966 -4.165018e+05 1.709244e+02
50.7116 -2.854268e+05 1.219425e+02
50.7267 -3.509658e+05 7.770997e+01
50.7417 -2.198938e+05 3.836424e+01
50.7567 -2.198928e+05 3.267639e+00
50.7717 1.077862e+05 -2.875653e+01
50.7868 3.699312e+05 -5.913064e+01
50.8018 3.699322e+05 -8.922177e+01
50.8168 8.286832e+05 -1.200808e+02
50.8318 1.615116e+06 -1.522605e+02
50.8469 2.270477e+06 -1.857358e+02
50.8619 2.598157e+06 -2.199333e+02
50.8769 2.073869e+06 -2.538559e+02
50.8919 1.352973e+06 -2.862794e+02
50.9070 -6.786458e+05 -3.159811e+02
50.9220 -1.923830e+06 -3.419624e+02
50.9370 -2.448117e+06 -3.636261e+02
50.9520 -2.054901e+06 -3.808812e+02
50.9671 -1.858292e+06 -3.941555e+02
50.9821 -1.661683e+06 -4.043184e+02
50.9971 -1.137396e+06 -4.125226e+02
51.0121 -1.202933e+06 -4.199926e+02
51.0272 -1.071860e+06 -4.277912e+02
51.0422 -8.752528e+05 -4.366010e+02
51.0572 -5.475728e+05 -4.465530e+02
51.0722 -4.165008e+05 -4.571314e+02
51.0873 -2.854278e+05 -4.671671e+02
51.1023 -3.509638e+05 -4.749276e+02
51.1173 -4.165018e+05 -4.782907e+02
51.1323 -2.854288e+05 -4.749843e+02
51.1474 -3.509628e+05 -4.628628e+02
51.1624 -5.475718e+05 -4.401876e+02
51.1774 -2.854268e+05 -4.058782e+02
51.1925 -4.820348e+05 -3.597041e+02
51.2075 -4.165008e+05 -3.023929e+02
51.2225 -3.509638e+05 -2.356424e+02
51.2375 -1.543578e+05 -1.620300e+02
51.2526 -3.509658e+05 -8.482841e+01
51.2676 -4.820368e+05 -7.742093e+00
51.2826 -1.543548e+05 6.541034e+01
51.2976 -2.328384e+04 1.310378e+02
51.3127 4.225016e+04 1.861095e+02
51.3277 -1.543558e+05 2.284454e+02
51.3427 1.077872e+05 2.569359e+02
51.3577 1.733222e+05 2.716638e+02
51.3728 -2.328584e+04 2.739167e+02
51.3878 3.043962e+05 2.660809e+02
51.4028 -1.543558e+05 2.514257e+02
51.4178 4.225316e+04 2.337924e+02
51.4329 1.077892e+05 2.172192e+02
51.4479 3.043942e+05 2.055343e+02
51.4629 3.699302e+05 2.019608e+02
51.4779 2.388582e+05 2.087730e+02
51.4930 8.286832e+05 2.270433e+02
51.5080 1.025292e+06 2.565103e+02
51.5230 6.320752e+05 2.955835e+02
51.5380 1.733222e+05 3.414905e+02
51.5531 1.077862e+05 3.905523e+02
51.5681 -2.328584e+04 4.385578e+02
51.5831 2.388602e+05 4.811991e+02
51.5981 -4.164998e+05 5.145163e+02
51.6132 8.286842e+05 5.353020e+02
51.6282 1.636072e+07 5.414181e+02
51.6432 1.649179e+07 5.319883e+02
51.6582 -6.380278e+06 5.074440e+02
51.6733 -5.921523e+06 4.694205e+02
51.6883 4.354672e+05 4.205198e+02
51.7033 -1.006323e+06 3.639704e+02
51.7183 -3.509658e+05 3.032334e+02
51.7334 -1.543568e+05 2.416035e+02
51.7484 -2.854298e+05 1.818587e+02
51.7634 -2.328584e+04 1.260030e+02
51.7785 -8.881984e+04 7.513072e+01
51.7935 1.077862e+05 2.942656e+01
51.8085 1.733242e+05 -1.170683e+01
51.8235 4.354672e+05 -4.941913e+01
51.8386 6.976102e+05 -8.511947e+01
51.8536 1.221898e+06 -1.201680e+02
51.8686 1.877258e+06 -1.555999e+02
51.8836 2.467084e+06 -1.919227e+02
51.8987 2.729226e+06 -2.290157e+02
51.9137 1.942795e+06 -2.661425e+02
51.9287 -2.198938e+05 -3.020686e+02
51.9437 -1.858294e+06 -3.352612e+02
51.9588 -2.382580e+06 -3.641342e+02
51.9738 -2.251510e+06 -3.872941e+02
51.9888 -2.054902e+06 -4.037473e+02
52.0038 -2.120436e+06 -4.130321e+02
52.0189 -1.858294e+06 -4.152565e+02
52.0339 -1.596147e+06 -4.110382e+02
52.0489 -1.268469e+06 -4.013592e+02
52.0639 -1.399539e+06 -3.873643e+02
52.0790 -1.399540e+06 -3.701418e+02
52.0940 -9.407868e+05 -3.505269e+02
52.1090 -9.407888e+05 -3.289649e+02
52.1240 -5.475738e+05 -3.054621e+02
52.1391 -6.786448e+05 -2.796324e+02
52.1541 -6.786438e+05 -2.508331e+02
52.1691 -6.786428e+05 -2.183690e+02
52.1841 -8.752518e+05 -1.817261e+02
52.1992 -8.752538e+05 -1.407901e+02
52.2142 -9.407888e+05 -9.601069e+01
52.2292 -8.752538e+05 -4.847377e+01
52.2442 -6.131098e+05 1.357782e-01
52.2593 -4.820368e+05 4.768458e+01
52.2743 -4.820368e+05 9.183565e+01
52.2893 -2.854298e+05 1.303537e+02
52.3044 -4.164988e+05 1.614244e+02
52.3194 -2.854298e+05 1.839365e+02
52.3344 -3.509628e+05 1.976796e+02
52.3494 -2.854268e+05 2.034217e+02
52.3645 -8.882184e+04 2.028480e+02
52.3795 -4.164988e+05 1.983645e+02
52.3945 -4.165008e+05 1.927888e+02
52.4095 -1.543548e+05 1.889702e+02
52.4246 1.733252e+05 1.893925e+02
52.4396 3.043942e+05 1.958163e+02
52.4546 6.320752e+05 2.090118e+02
52.4696 4.354682e+05 2.286230e+02
52.4847 -2.854278e+05 2.531814e+02
52.4997 -8.882084e+04 2.802699e+02
52.5147 -1.543548e+05 3.068124e+02
52.5297 1.077862e+05 3.294499e+02
52.5448 1.733252e+05 3.449489e+02
52.5598 -1.202931e+06 3.505893e+02
52.5748 1.105230e+07 3.444774e+02
52.5898 1.747483e+07 3.257479e+02
52.6049 -9.853684e+06 2.946310e+02
52.6199 -2.198928e+05 2.523840e+02
52.6349 -4.820378e+05 2.011040e+02
52.6499 -3.509628e+05 1.434541e+02
52.6650 -8.882084e+04 8.234615e+01
52.6800 4.225216e+04 2.062526e+01
52.6950 -4.820368e+05 -3.920292e+01
52.7100 1.352971e+06 -9.517034e+01
52.7251 -6.131068e+05 -1.459532e+02
52.7401 -2.198928e+05 -1.908842e+02
52.7551 1.156364e+06 -2.298823e+02
52.7701 5.665392e+05 -2.633220e+02
52.7852 1.549580e+06 -2.918707e+02
52.8002 2.073867e+06 -3.163216e+02
52.8152 2.925837e+06 -3.374473e+02
52.8302 3.122444e+06 -3.558897e+02
52.8453 2.336010e+06 -3.720929e+02
52.8603 8.286822e+05 -3.862768e+02
52.8753 -1.006323e+06 -3.984422e+02
52.8904 -1.858294e+06 -4.083941e+02
52.9054 -1.792757e+06 -4.157706e+02
52.9204 -1.596147e+06 -4.200689e+02
52.9354 -1.399541e+06 -4.206649e+02
52.9505 -1.268468e+06 -4.168295e+02
52.9655 -8.752518e+05 -4.077509e+02
52.9805 -8.097148e+05 -3.925729e+02
52.9955 -6.786428e+05 -3.704603e+02
53.0106 -6.131068e+05 -3.406959e+02
53.0256 -4.164998e+05 -3.028062e+02
53.0406 -8.882184e+04 -2.567034e+02
53.0556 -3.509638e+05 -2.028250e+02
53.0707 -1.543568e+05 -1.422419e+02
53.0857 -2.198918e+05 -7.670970e+01
53.1007 -2.854278e+05 -8.636315e+00
53.1157 -1.543558e+05 5.904503e+01
53.1308 -8.881884e+04 1.231009e+02
53.1458 4.225016e+04 1.803033e+02
53.1608 4.225016e+04 2.277838e+02
53.1758 4.225116e+04 2.633922e+02
53.1909 1.077892e+05 2.860078e+02
53.2059 1.733242e+05 2.957512e+02
53.2209 1.733232e+05 2.940580e+02
53.2359 -1.543568e+05 2.835859e+02
53.2510 -8.881884e+04 2.679565e+02
53.2660 1.077892e+05 2.513515e+02
53.2810 1.077862e+05 2.380107e+02
53.2960 -8.881984e+04 2.316940e+02
53.3111 1.077892e+05 2.351805e+02
53.3261 5.010032e+05 2.498759e+02
53.3411 9.597542e+05 2.755877e+02
53.3561 1.733252e+05 3.105057e+02
53.3712 -1.543578e+05 3.513964e+02
53.3862 -8.882084e+04 3.939905e+02
53.4012 -3.509638e+05 4.335134e+02
53.4163 -2.854268e+05 4.652865e+02
53.4313 -4.165008e+05 4.853157e+02
53.4463 -9.407888e+05 4.907853e+02
53.4613 1.255963e+07 4.803879e+02
53.4764 1.242856e+07 4.544437e+02
53.4914 -1.037797e+07 4.147970e+02
53.5064 -9.526003e+06 3.645071e+02
53.5214 -2.328384e+04 3.073840e+02
53.5365 -1.071859e+06 2.474420e+02
53.5515 -7.441798e+05 1.883534e+02
53.5665 -5.475728e+05 1.329858e+02
53.5815 -4.165008e+05 8.309118e+01
53.5966 -8.882184e+04 3.918811e+01
53.6116 1.077872e+05 6.483911e-01
53.6266 4.225116e+04 -3.403389e+01
53.6416 3.043942e+05 -6.684284e+01
53.6567 4.354672e+05 -9.978268e+01
53.6717 9.597572e+05 -1.344412e+02
53.6867 1.484043e+06 -1.716498e+02
53.7017 1.811723e+06 -2.112984e+02
53.7168 2.860299e+06 -2.523333e+02
53.7318 3.450123e+06 -2.929384e+02
53.7468 2.204941e+06 -3.308618e+02
53.7618 2.388582e+05 -3.638309e+02
53.7769 -1.530614e+06 -3.899764e+02
53.7919 -2.251507e+06 -4.081889e+02
53.8069 -2.251508e+06 -4.183384e+02
53.8219 -1.989363e+06 -4.213134e+02
53.8370 -1.727221e+06 -4.188660e+02
53.8520 -1.268469e+06 -4.132845e+02
53.8670 -1.268467e+06 -4.069476e+02
53.8820 -1.071861e+06 -4.018344e+02
53.8971 -7.441808e+05 -3.990805e+02
53.9121 -6.131078e+05 -3.986600e+02
53.9271 -8.097168e+05 -3.992619e+02
53.9421 -6.131088e+05 -3.983925e+02
53.9572 -6.131088e+05 -3.927031e+02
53.9722 -6.786458e+05 -3.785020e+02
53.9872 -5.475728e+05 -3.523767e+02
54.0023 -6.131098e+05 -3.118304e+02
54.0173 -3.509638e+05 -2.558306e+02
54.0323 -2.854298e+05 -1.851739e+02
54.0473 -2.198918e+05 -1.025999e+02
54.0624 -3.509658e+05 -1.261994e+01
54.0774 -4.820358e+05 7.892797e+01
54.0924 -2.198938e+05 1.655457e+02
54.1074 -3.509628e+05 2.408734e+02
54.1225 -2.198938e+05 2.995073e+02
54.1375 -2.198928e+05 3.377206e+02
54.1525 -3.509648e+05 3.539774e+02
54.1675 -8.882084e+04 3.491644e+02
54.1826 -8.882084e+04 3.264987e+02
54.1976 -1.543578e+05 2.911229e+02
54.2126 -2.854268e+05 2.494384e+02
54.2276 -3.509628e+05 2.082717e+02
54.2427 -2.328484e+04 1.739889e+02
54.2577 -2.328284e+04 1.516820e+02
54.2727 -2.328384e+04 1.445404e+02
54.2877 4.225316e+04 1.534927e+02
54.3028 6.320752e+05 1.771614e+02
54.3178 1.025290e+06 2.121322e+02
54.3328 3.043972e+05 2.534892e+02
54.3478 -2.328284e+04 2.955328e+02
54.3629 -2.328584e+04 3.325716e+02
54.3779 -8.881884e+04 3.596745e+02
54.3929 -8.881884e+04 3.732748e+02
54.4079 -1.071859e+06 3.715496e+02
54.4230 3.515658e+06 3.545301e+02
54.4380 1.767143e+07 3.239414e+02
54.4530 1.216641e+07 2.828138e+02
54.4680 -1.018136e+07 2.349359e+02
54.4831 -3.300085e+06 1.842446e+02
54.4981 -2.854278e+05 1.342487e+02
54.5131 -7.441818e+05 8.757392e+01
54.5281 -7.441798e+05 4.569295e+01
54.5432 -3.509638e+05 8.869790e+00
54.5582 -3.509658e+05 -2.368738e+01
54.5732 -3.509648e+05 -5.350573e+01
54.5883 -2.198928e+05 -8.242571e+01
54.6033 -8.882184e+04 -1.121576e+02
54.6183 -2.328384e+04 -1.438966e+02
54.6333 4.225116e+04 -1.780620e+02
54.6484 7.631492e+05 -2.142040e+02
54.6634 1.418508e+06 -2.510869e+02
54.6784 2.073866e+06 -2.869286e+02
54.6934 2.794762e+06 -3.197484e+02
54.7085 2.467085e+06 -3.477549e+02
54.7235 1.418508e+06 -3.697016e+02
54.7385 -3.509628e+05 -3.851420e+02
54.7535 -1.923829e+06 -3.945357e+02
54.7686 -2.120436e+06 -3.991825e+02
54.7836 -2.251507e+06 -4.009927e+02
54.7986 -2.120436e+06 -4.021295e+02
54.8136 -1.465078e+06 -4.045846e+02
54.8287 -1.530611e+06 -4.097583e+02
54.8437 -1.596149e+06 -4.181174e+02
54.8587 -1.202933e+06 -4.289944e+02
54.8737 -1.202934e+06 -4.405645e+02
54.8888 -1.202932e+06 -4.500156e+02
54.9038 -1.006324e+06 -4.538883e+02
54.9188 -7.441798e+05 -4.485417e+02
54.9338 -4.820358e+05 -4.306749e+02
54.9489 -5.475728e+05 -3.978300e+02
54.9639 -3.509658e+05 -3.487992e+02
54.9789 -5.475738e+05 -2.838760e+02
54.9939 -4.820378e+05 -2.049130e+02
55.0090 -4.820368e+05 -1.151764e+02
55.0240 -6.131068e+05 -1.901703e+01
55.0390 -3.509658e+05 7.859438e+01
55.0540 -4.164998e+05 1.726049e+02
55.0691 -1.543548e+05 2.584154e+02
55.0841 -2.198908e+05 3.323456e+02
55.0991 -4.164998e+05 3.919693e+02
55.1142 -2.198928e+05 4.362839e+02
55.1292 -3.509648e+05 4.657023e+02
55.1442 -2.198928e+05 4.818791e+02
55.1592 -2.198928e+05 4.874069e+02
55.1743 -2.854278e+05 4.854329e+02
55.1893 -2.198938e+05 4.792508e+02
55.2043 -3.509638e+05 4.719233e+02
55.2193 -2.854298e+05 4.659779e+02
55.2344 -2.198908e+05 4.632050e+02
55.2494 1.733222e+05 4.645671e+02
55.2644 5.010042e+05 4.702134e+02
55.2794 3.699322e+05 4.795776e+02
55.2945 -2.854288e+05 4.915295e+02
55.3095 -4.820358e+05 5.045491e+02
55.3245 -4.820368e+05 5.168958e+02
55.3395 -4.820378e+05 5.267542e+02
55.3546 -6.786428e+05 5.323454e+02
55.3696 -1.268469e+06 5.320097e+02
55.3846 -1.006325e+06 5.242654e+02
55.3996 1.288731e+07 5.078616e+02
55.4147 1.098677e+07 4.818338e+02
55.4297 -1.050904e+07 4.455718e+02
55.4447 -3.103477e+06 3.988984e+02
55.4597 -4.820368e+05 3.421483e+02
55.4748 -1.137397e+06 2.762317e+02
55.4898 -5.475718e+05 2.026608e+02
55.5048 -6.131088e+05 1.235188e+02
55.5198 -4.165018e+05 4.135863e+01
55.5349 -2.854278e+05 -4.097173e+01
55.5499 -2.198908e+05 -1.205669e+02
55.5649 4.225016e+04 -1.947404e+02
55.5799 1.733242e+05 -2.613037e+02
55.5950 4.354672e+05 -3.188060e+02
55.6100 6.976122e+05 -3.666935e+02
55.6250 1.680651e+06 -4.053561e+02
55.6400 2.401549e+06 -4.360407e+02
55.6551 2.794765e+06 -4.606355e+02
55.6701 2.467085e+06 -4.813460e+02
55.6851 1.352970e+06 -5.003062e+02
55.7002 -6.786458e+05 -5.191820e+02
55.7152 -1.989366e+06 -5.388296e+02
55.7302 -2.251510e+06 -5.590685e+02
55.7452 -1.858291e+06 -5.786139e+02
55.7603 -1.858294e+06 -5.951929e+02
55.7753 -1.858291e+06 -6.058393e+02
55.7903 -1.334006e+06 -6.073336e+02
55.8053 -1.137398e+06 -5.967299e+02
55.8204 -9.407878e+05 -5.718931e+02
55.8354 -9.407868e+05 -5.319610e+02
55.8504 -8.097148e+05 -4.776568e+02
55.8654 -6.131098e+05 -4.113890e+02
55.8805 -7.441788e+05 -3.371114e+02
55.8955 -4.164988e+05 -2.599445e+02
55.9105 -2.854288e+05 -1.856014e+02
55.9255 -6.131068e+05 -1.196885e+02
55.9406 -4.165008e+05 -6.697720e+01
55.9556 -1.543568e+05 -3.075066e+01
55.9706 -2.854298e+05 -1.232239e+01
55.9856 -2.198928e+05 -1.080476e+01
56.0007 -2.198908e+05 -2.317075e+01
56.0157 -4.164988e+05 -4.461147e+01
56.0307 -2.854298e+05 -6.914923e+01
56.0457 -1.543548e+05 -9.042760e+01
56.0608 -8.881984e+04 -1.025720e+02
56.0758 -2.328284e+04 -1.010010e+02
56.0908 8.286832e+05 -8.307263e+01
56.1058 5.665412e+05 -4.847109e+01
56.1209 1.077872e+05 7.254320e-01
56.1359 -2.328384e+04 6.031066e+01
56.1509 -1.543578e+05 1.245164e+02
56.1659 -2.854268e+05 1.868021e+02
56.1810 -2.198908e+05 2.407585e+02
56.1960 -5.475718e+05 2.809952e+02
56.2110 -1.792757e+06 3.038869e+02
56.2261 9.610508e+06 3.080696e+02
56.2411 1.544321e+07 2.946121e+02
56.2561 -8.608500e+06 2.668391e+02
56.2711 -5.593845e+06 2.298268e+02
56.2862 -2.328384e+04 1.896469e+02
56.3012 -1.268469e+06 1.524653e+02
56.3162 -6.131088e+05 1.236309e+02
56.3312 -2.854268e+05 1.068892e+02
56.3463 -3.509648e+05 1.038382e+02
56.3613 -5.475708e+05 1.137134e+02
56.3763 4.225116e+04 1.335375e+02
56.3913 3.043962e+05 1.586176e+02
56.4064 3.699332e+05 1.833235e+02
56.4214 6.976132e+05 2.020325e+02
56.4364 1.549580e+06 2.101029e+02
56.4514 2.073869e+06 2.047287e+02
56.4665 2.663692e+06 1.855402e+02
56.4815 3.187979e+06 1.548515e+02
56.4965 3.122444e+06 1.175004e+02
56.5115 2.729229e+06 8.028710e+01
56.5266 9.597552e+05 5.107402e+01
56.5416 -1.071859e+06 3.766079e+01
56.5566 -1.661683e+06 4.658459e+01
56.5716 -1.858291e+06 8.201260e+01
56.5867 -1.465077e+06 1.448864e+02
56.6017 -1.202933e+06 2.324499e+02
56.6167 -1.334003e+06 3.382449e+02
56.6317 -1.006324e+06 4.525980e+02
56.6468 -8.097178e+05 5.635588e+02
56.6618 -8.097148e+05 6.581850e+02
56.6768 -4.165008e+05 7.240252e+02
56.6918 -7.441788e+05 7.506177e+02
56.7069 -6.786428e+05 7.308168e+02
56.7219 -4.165008e+05 6.617754e+02
56.7369 -6.131068e+05 5.454540e+02
56.7519 -2.854268e+05 3.885814e+02
56.7670 -6.131078e+05 2.020630e+02
56.7820 -5.475738e+05 -1.026867e-01
