t[s] ECG[a.u.] Pletism[a.u.]
9.4511 1.615115e+06 -2.524745e+02
9.4662 2.794763e+06 -2.827949e+02
9.4812 2.860300e+06 -3.120133e+02
9.4962 2.598154e+06 -3.388468e+02
9.5112 9.597572e+05 -3.619673e+02
9.5263 -8.752538e+05 -3.802268e+02
9.5413 -1.989363e+06 -3.928465e+02
9.5563 -2.120435e+06 -3.995304e+02
9.5714 -1.661685e+06 -4.004838e+02
9.5864 -1.334003e+06 -3.963311e+02
9.6014 -1.334003e+06 -3.879478e+02
9.6164 -1.137395e+06 -3.762380e+02
9.6315 -1.006323e+06 -3.618991e+02
9.6465 -9.407898e+05 -3.452202e+02
9.6615 -8.097148e+05 -3.259561e+02
9.6765 -3.509658e+05 -3.033090e+02
9.6916 -2.854268e+05 -2.760291e+02
9.7066 -2.198908e+05 -2.426278e+02
9.7216 -2.854288e+05 -2.016765e+02
9.7366 -5.475708e+05 -1.521440e+02
9.7517 -3.509648e+05 -9.371982e+01
9.7667 -2.854268e+05 -2.706445e+01
9.7817 -4.820358e+05 4.606037e+01
9.7967 -4.820358e+05 1.228172e+02
9.8118 -1.543568e+05 1.994847e+02
9.8268 -4.820368e+05 2.718027e+02
9.8418 -4.165018e+05 3.354322e+02
9.8568 -1.543558e+05 3.864730e+02
9.8719 -3.509628e+05 4.219682e+02
9.8869 -4.165008e+05 4.403250e+02
9.9019 -2.854288e+05 4.415855e+02
9.9169 -3.509648e+05 4.275033e+02
9.9320 -1.543568e+05 4.014048e+02
9.9470 -1.543558e+05 3.678436e+02
9.9620 -8.882084e+04 3.320857e+02
9.9770 -8.881984e+04 2.994884e+02
9.9921 -2.328284e+04 2.748514e+02
10.0071 -1.543548e+05 2.618244e+02
10.0221 2.388602e+05 2.624494e+02
10.0371 8.942192e+05 2.769016e+02
10.0522 5.665402e+05 3.034626e+02
10.0672 -2.198918e+05 3.387324e+02
10.0822 -2.328584e+04 3.780533e+02
10.0972 -1.543568e+05 4.160902e+02
10.1123 1.733232e+05 4.474914e+02
10.1273 -1.543548e+05 4.675434e+02
10.1423 -8.097158e+05 4.727337e+02
10.1574 4.236554e+06 4.611516e+02
10.1724 1.780251e+07 4.326751e+02
10.1874 -1.792756e+06 3.889266e+02
10.2024 -9.067253e+06 3.330083e+02
10.2175 1.733252e+05 2.690584e+02
10.2325 -8.752528e+05 2.016946e+02
10.2475 -4.820348e+05 1.354221e+02
10.2625 -2.198918e+05 7.408862e+01
10.2776 -1.543548e+05 2.045717e+01
10.2926 -2.198918e+05 -2.404834e+01
10.3076 -8.881884e+04 -5.939859e+01
10.3226 1.733222e+05 -8.681683e+01
10.3377 2.388592e+05 -1.084698e+02
10.3527 4.354682e+05 -1.270450e+02
10.3677 9.597552e+05 -1.452811e+02
10.3827 1.156364e+06 -1.655255e+02
10.3978 2.008330e+06 -1.893829e+02
10.4128 2.663692e+06 -2.175055e+02
10.4278 2.794765e+06 -2.495505e+02
10.4428 2.336010e+06 -2.843051e+02
10.4579 5.010022e+05 -3.199513e+02
10.4729 -1.268467e+06 -3.544235e+02
10.4879 -1.792757e+06 -3.857961e+02
10.5029 -1.989365e+06 -4.126349e+02
10.5180 -1.661684e+06 -4.342530e+02
10.5330 -1.530613e+06 -4.508260e+02
10.5480 -1.399542e+06 -4.633460e+02
10.5630 -1.202931e+06 -4.734175e+02
10.5781 -9.407878e+05 -4.829260e+02
10.5931 -8.752508e+05 -4.936317e+02
10.6081 -7.441788e+05 -5.067513e+02
10.6231 -6.131098e+05 -5.226007e+02
10.6382 -4.165018e+05 -5.403574e+02
10.6532 -4.165018e+05 -5.579930e+02
10.6682 -4.164998e+05 -5.723959e+02
10.6833 -2.854278e+05 -5.796810e+02
10.6983 -4.165008e+05 -5.756534e+02
10.7133 -4.820368e+05 -5.563675e+02
10.7283 -4.165018e+05 -5.187111e+02
10.7434 -3.509648e+05 -4.609319e+02
10.7584 -3.509648e+05 -3.830316e+02
10.7734 -3.509638e+05 -2.869673e+02
10.7884 -2.198938e+05 -1.766222e+02
10.8035 -4.820378e+05 -5.753999e+01
10.8185 -8.882184e+04 6.355615e+01
10.8335 -8.882184e+04 1.794063e+02
10.8485 -3.509628e+05 2.829450e+02
10.8636 -1.543558e+05 3.680350e+02
10.8786 -1.543558e+05 4.301149e+02
10.8936 -3.509628e+05 4.666826e+02
10.9086 -1.543558e+05 4.775554e+02
10.9237 1.077882e+05 4.648770e+02
10.9387 -1.543548e+05 4.328693e+02
10.9537 -2.328284e+04 3.873598e+02
10.9687 -1.543548e+05 3.351414e+02
10.9838 -8.881884e+04 2.832414e+02
10.9988 -1.543548e+05 2.381833e+02
11.0138 -1.543568e+05 2.053276e+02
11.0288 -1.543548e+05 1.883601e+02
11.0439 2.388592e+05 1.889840e+02
11.0589 6.320752e+05 2.068382e+02
11.0739 4.354682e+05 2.396420e+02
11.0889 -2.854268e+05 2.835384e+02
11.1040 -4.164998e+05 3.335836e+02
11.1190 -4.164988e+05 3.843224e+02
11.1340 -6.786458e+05 4.303755e+02
11.1490 -6.131078e+05 4.669765e+02
11.1641 -1.596147e+06 4.903991e+02
11.1791 3.187978e+06 4.982402e+02
11.1941 1.701608e+07 4.895382e+02
11.2091 -7.441818e+05 4.647324e+02
11.2242 -9.657076e+06 4.254834e+02
11.2392 -1.543568e+05 3.743911e+02
11.2542 -9.407878e+05 3.146544e+02
11.2693 -1.006324e+06 2.497163e+02
11.2843 -8.097168e+05 1.829360e+02
11.2993 -4.165018e+05 1.173190e+02
11.3143 -5.475708e+05 5.532379e+01
11.3294 -4.165008e+05 -1.248195e+00
11.3444 -2.854298e+05 -5.128366e+01
11.3594 -1.543568e+05 -9.432468e+01
11.3744 1.733232e+05 -1.304896e+02
11.3895 5.665402e+05 -1.603675e+02
11.4045 1.025292e+06 -1.849021e+02
11.4195 2.204940e+06 -2.052785e+02
11.4345 2.663691e+06 -2.228169e+02
11.4496 2.729227e+06 -2.388733e+02
11.4646 2.336012e+06 -2.547461e+02
11.4796 1.484043e+06 -2.715820e+02
11.4946 -6.786438e+05 -2.902782e+02
11.5097 -1.923827e+06 -3.113815e+02
11.5247 -2.382582e+06 -3.349930e+02
11.5397 -2.185971e+06 -3.606883e+02
11.5547 -2.120435e+06 -3.874670e+02
11.5698 -1.596147e+06 -4.137507e+02
11.5848 -1.596149e+06 -4.374435e+02
11.5998 -1.202934e+06 -4.560628e+02
11.6148 -8.752518e+05 -4.669402e+02
11.6299 -7.441788e+05 -4.674824e+02
11.6449 -8.097178e+05 -4.554673e+02
11.6599 -8.097168e+05 -4.293459e+02
11.6749 -7.441818e+05 -3.885094e+02
11.6900 -6.786458e+05 -3.334854e+02
11.7050 -5.475728e+05 -2.660258e+02
11.7200 -4.165018e+05 -1.890644e+02
11.7350 -4.820378e+05 -1.065352e+02
11.7501 -6.131078e+05 -2.305844e+01
11.7651 -6.131098e+05 5.647594e+01
11.7801 -6.786428e+05 1.273870e+02
11.7951 -4.165018e+05 1.856879e+02
11.8102 -2.198938e+05 2.285181e+02
11.8252 -2.198908e+05 2.544681e+02
11.8402 -2.198928e+05 2.637510e+02
11.8553 -3.509628e+05 2.581927e+02
11.8703 -2.854278e+05 2.410374e+02
11.8853 -1.543558e+05 2.165836e+02
11.9003 -2.198918e+05 1.896942e+02
11.9154 -4.165008e+05 1.652358e+02
11.9304 -8.881984e+04 1.475166e+02
11.9454 -8.881984e+04 1.397919e+02
11.9604 3.699322e+05 1.438986e+02
11.9755 7.631462e+05 1.600635e+02
11.9905 4.354692e+05 1.869096e+02
12.0055 4.225116e+04 2.216562e+02
12.0205 -2.198918e+05 2.604858e+02
12.0356 -2.328484e+04 2.990290e+02
12.0506 -7.441788e+05 3.329011e+02
12.0656 5.010042e+05 3.582232e+02
12.0806 -8.097168e+05 3.720589e+02
12.0957 3.043962e+05 3.727141e+02
12.1107 1.773697e+07 3.598661e+02
12.1257 2.729226e+06 3.345116e+02
12.1407 -1.064011e+07 2.987496e+02
12.1558 -4.165018e+05 2.554356e+02
12.1708 -8.752538e+05 2.077627e+02
12.1858 -5.475728e+05 1.588297e+02
12.2008 -2.854278e+05 1.112592e+02
12.2159 -3.509638e+05 6.691590e+01
12.2309 -1.543568e+05 2.676073e+01
12.2459 -2.198918e+05 -9.146955e+00
12.2609 4.225116e+04 -4.150871e+01
12.2760 3.699322e+05 -7.153768e+01
12.2910 4.225316e+04 -1.006470e+02
12.3060 6.320752e+05 -1.301293e+02
12.3210 1.156365e+06 -1.608795e+02
12.3361 2.204941e+06 -1.932074e+02
12.3511 2.860301e+06 -2.267645e+02
12.3661 3.056906e+06 -2.605978e+02
12.3812 2.598155e+06 -2.933149e+02
12.3962 1.746186e+06 -3.233319e+02
12.4112 -2.854298e+05 -3.491571e+02
12.4262 -1.530613e+06 -3.696627e+02
12.4413 -1.858291e+06 -3.842935e+02
12.4563 -1.989363e+06 -3.931758e+02
12.4713 -1.661686e+06 -3.971039e+02
12.4863 -1.530614e+06 -3.974027e+02
12.5014 -1.334005e+06 -3.956853e+02
12.5164 -1.071860e+06 -3.935427e+02
12.5314 -1.137398e+06 -3.922162e+02
12.5464 -8.097158e+05 -3.923065e+02
12.5615 -6.131068e+05 -3.935706e+02
12.5765 -5.475718e+05 -3.948463e+02
12.5915 -4.820378e+05 -3.941259e+02
12.6065 -5.475718e+05 -3.887762e+02
12.6216 -6.786428e+05 -3.758830e+02
12.6366 -4.820378e+05 -3.526749e+02
12.6516 -2.854298e+05 -3.169692e+02
12.6666 -3.509628e+05 -2.675758e+02
12.6817 -3.509638e+05 -2.045984e+02
12.6967 -2.854298e+05 -1.295840e+02
12.7117 -3.509658e+05 -4.549154e+01
12.7267 -6.131078e+05 4.352564e+01
12.7418 -8.881884e+04 1.325050e+02
12.7568 -4.820368e+05 2.161825e+02
12.7718 -6.131078e+05 2.895636e+02
12.7868 -1.543568e+05 3.484859e+02
12.8019 -2.198908e+05 3.901018e+02
12.8169 -1.543568e+05 4.132190e+02
12.8319 -4.820358e+05 4.184537e+02
12.8469 -2.198918e+05 4.081736e+02
12.8620 -1.543558e+05 3.862353e+02
12.8770 -8.881884e+04 3.575463e+02
12.8920 1.077862e+05 3.275033e+02
12.9070 -1.543548e+05 3.013731e+02
12.9221 -2.328284e+04 2.836915e+02
12.9371 -1.543558e+05 2.777496e+02
12.9521 1.077862e+05 2.852290e+02
12.9672 5.010042e+05 3.060258e+02
12.9822 8.942212e+05 3.382814e+02
12.9972 4.354662e+05 3.786140e+02
13.0122 4.225016e+04 4.225178e+02
13.0273 -2.328384e+04 4.648819e+02
13.0423 -8.882184e+04 5.005647e+02
13.0573 2.388582e+05 5.249568e+02
13.0723 -6.131078e+05 5.344686e+02
13.0874 6.976132e+05 5.268894e+02
13.1024 1.609857e+07 5.015825e+02
13.1174 5.743882e+06 4.595002e+02
13.1324 -1.096780e+07 4.030253e+02
13.1475 -6.314739e+06 3.356645e+02
13.1625 1.733252e+05 2.616366e+02
13.1775 -7.441808e+05 1.854061e+02
13.1925 -2.328584e+04 1.112193e+02
13.2076 1.077892e+05 4.269431e+01
13.2226 -8.882184e+04 -1.749052e+01
13.2376 4.225016e+04 -6.778111e+01
13.2526 1.733222e+05 -1.077916e+02
13.2677 3.043952e+05 -1.382122e+02
13.2827 5.010052e+05 -1.606017e+02
13.2977 1.025290e+06 -1.770967e+02
13.3127 9.597572e+05 -1.900800e+02
13.3278 1.942797e+06 -2.018506e+02
13.3428 2.532619e+06 -2.143377e+02
13.3578 2.991370e+06 -2.288908e+02
13.3728 2.991370e+06 -2.461693e+02
13.3879 2.073867e+06 -2.661376e+02
13.4029 4.225116e+04 -2.881618e+02
13.4179 -1.727220e+06 -3.111858e+02
13.4329 -2.251510e+06 -3.339587e+02
13.4480 -2.382580e+06 -3.552775e+02
13.4630 -2.054900e+06 -3.742063e+02
13.4780 -1.989363e+06 -3.902400e+02
13.4931 -1.792756e+06 -4.033864e+02
13.5081 -1.399540e+06 -4.141530e+02
13.5231 -1.399539e+06 -4.234391e+02
13.5381 -1.596147e+06 -4.323470e+02
13.5532 -1.202934e+06 -4.419399e+02
13.5682 -1.137396e+06 -4.529808e+02
13.5832 -1.006325e+06 -4.656946e+02
13.5982 -1.006324e+06 -4.795904e+02
13.6133 -6.786458e+05 -4.933793e+02
13.6283 -9.407878e+05 -5.050075e+02
13.6433 -9.407898e+05 -5.118115e+02
13.6583 -1.137395e+06 -5.107857e+02
13.6734 -1.071861e+06 -4.989347e+02
13.6884 -9.407878e+05 -4.736711e+02
13.7034 -6.131088e+05 -4.332083e+02
13.7184 -6.786428e+05 -3.768962e+02
13.7335 -1.006324e+06 -3.054504e+02
13.7485 -8.752508e+05 -2.210372e+02
13.7635 -1.006324e+06 -1.271926e+02
13.7785 -1.071862e+06 -2.857171e+01
13.7936 -6.786448e+05 6.945013e+01
13.8086 -6.131088e+05 1.612865e+02
13.8236 -6.786458e+05 2.417034e+02
13.8386 -6.131068e+05 3.063720e+02
13.8537 -4.820368e+05 3.523444e+02
13.8687 -4.820368e+05 3.783920e+02
13.8837 -4.820348e+05 3.851615e+02
13.8987 -3.509628e+05 3.751241e+02
13.9138 -2.198938e+05 3.523180e+02
13.9288 -4.165008e+05 3.219103e+02
13.9438 -8.881884e+04 2.896268e+02
13.9588 -2.328384e+04 2.611140e+02
13.9739 -5.475728e+05 2.413096e+02
13.9889 -2.328484e+04 2.338959e+02
14.0039 -2.328484e+04 2.408986e+02
14.0189 3.699302e+05 2.624819e+02
14.0340 7.631472e+05 2.969595e+02
14.0490 3.699312e+05 3.410203e+02
14.0640 -3.509658e+05 3.901366e+02
14.0791 -2.198918e+05 4.391040e+02
14.0941 -3.509658e+05 4.826444e+02
14.1091 -4.165008e+05 5.159978e+02
14.1241 -2.854288e+05 5.354309e+02
14.1392 -1.465078e+06 5.386053e+02
14.1542 8.889611e+06 5.247639e+02
14.1692 1.524661e+07 4.947221e+02
14.1842 -7.953141e+06 4.506742e+02
14.1993 -5.724918e+06 3.958485e+02
14.2143 2.388602e+05 3.340647e+02
14.2293 -1.071860e+06 2.692545e+02
14.2443 -6.131088e+05 2.050114e+02
14.2594 -2.198928e+05 1.442255e+02
14.2744 -2.854278e+05 8.884613e+01
14.2894 -2.198928e+05 3.979355e+01
14.3044 4.225216e+04 -2.979188e+00
14.3195 -8.881884e+04 -4.029660e+01
14.3345 3.699322e+05 -7.348113e+01
14.3495 5.010022e+05 -1.040330e+02
14.3645 6.976112e+05 -1.333215e+02
14.3796 1.352973e+06 -1.623344e+02
14.3946 2.336010e+06 -1.915215e+02
14.4096 2.860299e+06 -2.207500e+02
14.4246 2.860299e+06 -2.493719e+02
14.4397 2.270474e+06 -2.763844e+02
14.4547 1.077872e+05 -3.006501e+02
14.4697 -7.441818e+05 -3.211356e+02
14.4847 -1.661685e+06 -3.371233e+02
14.4998 -1.661685e+06 -3.483595e+02
14.5148 -1.792757e+06 -3.551110e+02
14.5298 -1.727220e+06 -3.581191e+02
14.5448 -1.268467e+06 -3.584573e+02
14.5599 -9.407898e+05 -3.573176e+02
14.5749 -1.137395e+06 -3.557588e+02
14.5899 -1.137395e+06 -3.544628e+02
14.6049 -7.441808e+05 -3.535416e+02
14.6200 -4.164998e+05 -3.524309e+02
14.6350 -2.854298e+05 -3.498967e+02
14.6500 -4.165018e+05 -3.441601e+02
14.6651 -3.509648e+05 -3.331298e+02
14.6801 -2.198908e+05 -3.147131e+02
14.6951 -3.509628e+05 -2.871634e+02
14.7101 -3.509658e+05 -2.494120e+02
14.7252 -8.881884e+04 -2.013365e+02
14.7402 4.225016e+04 -1.439191e+02
14.7552 -1.543558e+05 -7.926709e+01
14.7702 4.225016e+04 -1.048171e+01
14.7853 -8.881884e+04 5.861349e+01
14.8003 1.077882e+05 1.238574e+02
14.8153 4.225116e+04 1.812030e+02
14.8303 -2.328484e+04 2.271796e+02
14.8454 1.733222e+05 2.593063e+02
14.8604 1.077892e+05 2.764014e+02
14.8754 2.388602e+05 2.787452e+02
14.8904 -2.328584e+04 2.680717e+02
14.9055 1.077882e+05 2.473859e+02
14.9205 3.699312e+05 2.206263e+02
14.9355 1.733252e+05 1.922113e+02
14.9505 4.354692e+05 1.665254e+02
14.9656 3.699332e+05 1.474076e+02
14.9806 1.733222e+05 1.377047e+02
14.9956 9.597562e+05 1.389454e+02
15.0106 1.287437e+06 1.511740e+02
15.0257 1.090828e+06 1.729662e+02
15.0407 6.320742e+05 2.016209e+02
15.0557 2.388612e+05 2.335053e+02
15.0707 2.388592e+05 2.645075e+02
15.0858 1.733252e+05 2.905400e+02
15.1008 3.699302e+05 3.080302e+02
15.1158 -1.137398e+06 3.143358e+02
15.1308 6.792460e+06 3.080365e+02
15.1459 1.721268e+07 2.890645e+02
15.1609 -4.741877e+06 2.586631e+02
15.1759 -7.101172e+06 2.191815e+02
15.1910 2.388602e+05 1.737355e+02
15.2060 -7.441808e+05 1.257829e+02
15.2210 -6.131098e+05 7.867079e+01
15.2360 -1.543558e+05 3.521467e+01
15.2511 -2.328484e+04 -2.632760e+00
15.2661 -2.328584e+04 -3.398237e+01
15.2811 2.388582e+05 -5.905325e+01
15.2961 2.388582e+05 -7.905852e+01
15.3112 6.320752e+05 -9.595134e+01
15.3262 8.942202e+05 -1.120694e+02
15.3412 1.025293e+06 -1.297300e+02
15.3562 1.418508e+06 -1.508350e+02
15.3713 2.401546e+06 -1.765431e+02
15.3863 3.187981e+06 -2.070564e+02
15.4013 3.319052e+06 -2.415544e+02
15.4163 2.663692e+06 -2.782844e+02
15.4314 1.221898e+06 -3.147961e+02
15.4464 -3.509658e+05 -3.482876e+02
15.4614 -1.334004e+06 -3.760109e+02
15.4764 -1.923829e+06 -3.956786e+02
15.4915 -1.727220e+06 -4.058089e+02
15.5065 -1.268468e+06 -4.059557e+02
15.5215 -1.268467e+06 -3.967878e+02
15.5365 -1.071860e+06 -3.799987e+02
15.5516 -1.006326e+06 -3.580572e+02
15.5666 -8.097158e+05 -3.338325e+02
15.5816 -6.786438e+05 -3.101444e+02
15.5966 -6.131078e+05 -2.893073e+02
15.6117 -4.820348e+05 -2.727344e+02
15.6267 -3.509628e+05 -2.606688e+02
15.6417 -2.854298e+05 -2.520841e+02
15.6567 -1.543578e+05 -2.447816e+02
15.6718 -4.165008e+05 -2.356774e+02
15.6868 -5.475708e+05 -2.212463e+02
15.7018 -3.509648e+05 -1.980658e+02
15.7168 -4.164998e+05 -1.633840e+02
15.7319 -2.198938e+05 -1.156292e+02
15.7469 -4.164988e+05 -5.478372e+01
15.7619 -3.509658e+05 1.743928e+01
15.7770 -2.854268e+05 9.765368e+01
15.7920 -4.165018e+05 1.810959e+02
15.8070 -4.164998e+05 2.621292e+02
15.8220 -8.881984e+04 3.348973e+02
15.8371 -2.854288e+05 3.940431e+02
15.8521 -1.543568e+05 4.353965e+02
15.8671 -8.882184e+04 4.565380e+02
15.8821 -1.543568e+05 4.571544e+02
15.8972 -2.328384e+04 4.391345e+02
15.9122 -1.543568e+05 4.063818e+02
15.9272 -1.543548e+05 3.643630e+02
15.9422 1.077872e+05 3.194471e+02
15.9573 -2.328284e+04 2.781171e+02
15.9723 1.733252e+05 2.461588e+02
15.9873 1.733232e+05 2.279335e+02
16.0023 3.043962e+05 2.258319e+02
16.0174 5.010052e+05 2.399828e+02
16.0324 2.388602e+05 2.682559e+02
16.0474 4.225316e+04 3.065585e+02
16.0624 1.733232e+05 3.493839e+02
16.0775 -8.882184e+04 3.905374e+02
16.0925 4.225116e+04 4.239409e+02
16.1075 -4.165018e+05 4.444051e+02
16.1225 -4.820348e+05 4.482667e+02
16.1376 1.446017e+07 4.338069e+02
16.1526 1.721269e+07 4.013985e+02
16.1676 -3.955443e+06 3.533679e+02
16.1826 -7.822069e+06 2.936017e+02
16.1977 4.354662e+05 2.269575e+02
16.2127 -6.131078e+05 1.585715e+02
16.2277 -1.543548e+05 9.316316e+01
16.2427 -1.543568e+05 3.443758e+01
16.2578 4.225116e+04 -1.533154e+01
16.2728 4.225316e+04 -5.548462e+01
16.2878 1.733232e+05 -8.690697e+01
16.3028 4.354672e+05 -1.117287e+02
16.3179 6.976132e+05 -1.328495e+02
16.3329 1.090828e+06 -1.533688e+02
16.3479 1.221898e+06 -1.760157e+02
16.3630 1.680653e+06 -2.026678e+02
16.3780 2.467083e+06 -2.340368e+02
16.3930 3.187978e+06 -2.695651e+02
16.4080 2.991372e+06 -3.075466e+02
16.4231 2.401549e+06 -3.454469e+02
16.4381 5.010032e+05 -3.803654e+02
16.4531 -1.465077e+06 -4.095606e+02
16.4681 -2.054902e+06 -4.309466e+02
16.4832 -1.989364e+06 -4.434773e+02
16.4982 -1.661686e+06 -4.473499e+02
16.5132 -1.727221e+06 -4.439904e+02
16.5282 -1.596147e+06 -4.358189e+02
16.5433 -1.268468e+06 -4.258302e+02
16.5583 -9.407888e+05 -4.170542e+02
16.5733 -1.071859e+06 -4.119836e+02
16.5883 -1.006324e+06 -4.120652e+02
16.6034 -1.006324e+06 -4.173406e+02
16.6184 -8.097148e+05 -4.263031e+02
16.6334 -7.441788e+05 -4.360046e+02
16.6484 -6.131068e+05 -4.424074e+02
16.6635 -4.164998e+05 -4.409375e+02
16.6785 -5.475708e+05 -4.271635e+02
16.6935 -6.131098e+05 -3.975029e+02
16.7085 -4.820358e+05 -3.498492e+02
16.7236 -4.820358e+05 -2.840250e+02
16.7386 -5.475728e+05 -2.019839e+02
16.7536 -8.752518e+05 -1.077255e+02
16.7686 -6.131078e+05 -6.922575e+00
16.7837 -2.854268e+05 9.369508e+01
16.7987 -6.131098e+05 1.871204e+02
16.8137 -4.165018e+05 2.669095e+02
16.8287 -1.543558e+05 3.279685e+02
16.8438 -3.509658e+05 3.671794e+02
16.8588 -4.164998e+05 3.837792e+02
16.8738 -3.509648e+05 3.794395e+02
16.8889 -2.198938e+05 3.580382e+02
16.9039 -2.198918e+05 3.251521e+02
16.9189 -3.509638e+05 2.873414e+02
16.9339 -8.882084e+04 2.513236e+02
16.9490 -8.881984e+04 2.231450e+02
16.9640 -2.198928e+05 2.074613e+02
16.9790 -2.854288e+05 2.070159e+02
16.9940 -2.328384e+04 2.223787e+02
17.0091 4.354682e+05 2.519711e+02
17.0241 7.631472e+05 2.923602e+02
17.0391 1.077862e+05 3.387733e+02
17.0541 -3.509648e+05 3.857527e+02
17.0692 -2.198938e+05 4.278571e+02
17.0842 -2.198918e+05 4.603152e+02
17.0992 1.077862e+05 4.795459e+02
17.1142 -3.509648e+05 4.834874e+02
17.1293 -1.137395e+06 4.717029e+02
17.1443 1.118337e+07 4.452687e+02
17.1593 1.367374e+07 4.064776e+02
17.1743 -9.394934e+06 3.584156e+02
17.1894 -4.152052e+06 3.044845e+02
17.2044 1.733252e+05 2.479426e+02
17.2194 -1.071861e+06 1.915302e+02
17.2344 -6.786458e+05 1.372244e+02
17.2495 -4.164988e+05 8.614708e+01
17.2645 -2.854278e+05 3.862069e+01
17.2795 -2.198938e+05 -5.653114e+00
17.2945 -8.882084e+04 -4.733852e+01
17.3096 -2.328584e+04 -8.718665e+01
17.3246 1.733222e+05 -1.257858e+02
17.3396 3.043972e+05 -1.633843e+02
17.3546 9.597542e+05 -1.998138e+02
17.3697 1.615114e+06 -2.345196e+02
17.3847 2.401548e+06 -2.666843e+02
17.3997 2.925837e+06 -2.954152e+02
17.4147 2.991371e+06 -3.199542e+02
17.4298 2.008330e+06 -3.398639e+02
17.4448 -2.854288e+05 -3.551511e+02
17.4598 -1.727219e+06 -3.663000e+02
17.4749 -1.858294e+06 -3.742024e+02
17.4899 -1.989366e+06 -3.799952e+02
17.5049 -1.858294e+06 -3.848294e+02
17.5199 -1.792758e+06 -3.896109e+02
17.5350 -1.399540e+06 -3.947595e+02
17.5500 -1.530612e+06 -4.000300e+02
17.5650 -1.596148e+06 -4.044357e+02
17.5800 -1.071859e+06 -4.062923e+02
17.5951 -9.407878e+05 -4.033883e+02
17.6101 -1.137395e+06 -3.932628e+02
17.6251 -9.407888e+05 -3.735576e+02
17.6401 -8.752538e+05 -3.423927e+02
17.6552 -8.097168e+05 -2.987146e+02
17.6702 -6.786448e+05 -2.425622e+02
17.6852 -7.441808e+05 -1.752091e+02
17.7002 -7.441788e+05 -9.915633e+01
17.7153 -4.820368e+05 -1.796760e+01
17.7303 -5.475718e+05 6.403632e+01
17.7453 -6.131098e+05 1.421913e+02
17.7603 -6.131098e+05 2.119621e+02
17.7754 -5.475738e+05 2.694150e+02
17.7904 -4.820358e+05 3.116357e+02
17.8054 -4.820378e+05 3.370383e+02
17.8204 -4.165018e+05 3.455310e+02
17.8355 -2.854288e+05 3.385174e+02
17.8505 -2.854268e+05 3.187362e+02
17.8655 -5.475718e+05 2.899569e+02
17.8805 -4.165018e+05 2.565710e+02
17.8956 1.077862e+05 2.231243e+02
17.9106 -2.198938e+05 1.938447e+02
17.9256 -2.328384e+04 1.722169e+02
17.9406 4.225116e+04 1.606471e+02
17.9557 4.354672e+05 1.602519e+02
17.9707 8.286822e+05 1.707862e+02
17.9857 4.225016e+04 1.907137e+02
18.0008 -3.509638e+05 2.174043e+02
18.0158 -2.198918e+05 2.474324e+02
18.0308 -3.509648e+05 2.769419e+02
18.0458 -8.882084e+04 3.020380e+02
18.0609 -2.854288e+05 3.191653e+02
18.0759 -1.530614e+06 3.254383e+02
18.0909 7.775500e+06 3.188939e+02
18.1059 1.563982e+07 2.986476e+02
18.1210 -6.773494e+06 2.649433e+02
18.1360 -6.249205e+06 2.190971e+02
18.1510 1.077862e+05 1.633461e+02
18.1660 -1.071862e+06 1.006188e+02
18.1811 -5.475708e+05 3.425185e+01
18.1961 -4.820358e+05 -3.231993e+01
18.2111 -3.509658e+05 -9.587034e+01
18.2261 -2.854278e+05 -1.536585e+02
18.2412 -4.164988e+05 -2.036487e+02
18.2562 1.077862e+05 -2.446543e+02
18.2712 2.388592e+05 -2.763915e+02
18.2862 3.043962e+05 -2.994390e+02
18.3013 8.286852e+05 -3.151054e+02
18.3163 1.549578e+06 -3.252197e+02
18.3313 2.270474e+06 -3.318643e+02
18.3463 2.598156e+06 -3.370797e+02
18.3614 2.729228e+06 -3.425735e+02
18.3764 1.811723e+06 -3.494671e+02
18.3914 1.077882e+05 -3.581109e+02
18.4064 -1.465075e+06 -3.679937e+02
18.4215 -1.792757e+06 -3.777614e+02
18.4365 -1.727219e+06 -3.853477e+02
18.4515 -1.530612e+06 -3.882079e+02
18.4665 -1.268470e+06 -3.836311e+02
18.4816 -1.071859e+06 -3.690983e+02
18.4966 -6.786428e+05 -3.426445e+02
18.5116 -8.752538e+05 -3.031784e+02
18.5266 -6.786428e+05 -2.507202e+02
18.5417 -6.131068e+05 -1.865222e+02
18.5567 -4.165018e+05 -1.130500e+02
18.5717 -8.882184e+04 -3.382009e+01
18.5868 -2.854298e+05 4.689460e+01
18.6018 -4.820348e+05 1.244628e+02
18.6168 -2.854288e+05 1.943536e+02
18.6318 -3.509648e+05 2.526045e+02
18.6469 -8.881984e+04 2.962429e+02
18.6619 -1.543568e+05 3.236112e+02
18.6769 -4.165008e+05 3.345541e+02
18.6919 -3.509638e+05 3.304432e+02
18.7070 -3.509628e+05 3.140313e+02
18.7220 -4.164988e+05 2.891525e+02
18.7370 -2.198918e+05 2.602988e+02
18.7520 -2.198908e+05 2.321227e+02
18.7671 -2.328284e+04 2.089215e+02
18.7821 -2.198938e+05 1.941644e+02
18.7971 -2.328484e+04 1.901154e+02
18.8121 5.665382e+05 1.975972e+02
18.8272 6.976112e+05 2.159208e+02
18.8422 5.010042e+05 2.429876e+02
18.8572 -8.881984e+04 2.755510e+02
18.8722 -2.198938e+05 3.096025e+02
18.8873 -5.475718e+05 3.408369e+02
